time_local,mean,p10,p50,p90,forecast,lead_day,pc_baseline,ens_ws_mean,ens_ws_std,temperature_2m,n_models
2026-02-01 14:00:00,0.42942471139663446,0.05878464462402912,0.4406284121605296,0.8819766275847127,0.42942471139663446,1,0.4982320892120283,7.946666666666668,2.9535797489374374,5.666666666666667,3
2026-02-01 15:00:00,0.33834138988223544,0.030764514157523626,0.3597962483293247,0.8310227793212912,0.33834138988223544,1,0.4890135395889115,7.896666666666666,2.795037268684146,5.233333333333333,3
2026-02-01 16:00:00,0.22695444130028453,0.0,0.2850416946604518,0.8239477674423442,0.22695444130028453,1,0.5395418779809731,8.13,2.7222968243745944,3.866666666666667,3
2026-02-01 17:00:00,0.22417483570848934,0.004357393849133168,0.2064301432940826,0.7595200736438236,0.22417483570848934,1,0.43556916650981675,7.580000000000001,3.899782045191756,2.266666666666667,3
2026-02-01 18:00:00,0.22844468594439,0.0,0.22919954780398227,0.6998978647934284,0.22844468594439,1,0.4306027260817641,7.546666666666667,3.6921583570228043,0.8333333333333334,3
2026-02-01 19:00:00,0.19439239919317403,0.0,0.18870427767396264,0.7225723836615578,0.19439239919317403,1,0.4575268531296004,7.71,3.527392804891454,0.1333333333333333,3
2026-02-01 20:00:00,0.24008585314636477,0.0,0.2164149449670018,0.7454684068851937,0.24008585314636477,1,0.5173146595445097,8.026666666666666,3.414854804136383,-0.26666666666666666,3
2026-02-01 21:00:00,0.24394126657674386,0.0014075432294694684,0.23842525803113773,0.7824868335274496,0.24394126657674386,1,0.5598917561622166,8.24,3.520752760419283,-0.5333333333333333,3
2026-02-01 22:00:00,0.20970009057744804,0.0016864279598664475,0.18950113256737516,0.7886170237330474,0.20970009057744804,1,0.5750545719710414,8.313333333333334,3.407892799565933,-0.6,3
2026-02-01 23:00:00,0.18632581142029714,0.0008144807829760584,0.11467394754515091,0.7204723243098831,0.18632581142029714,1,0.4466479836205328,7.646666666666666,4.2742991628258,-0.8333333333333334,3
2026-02-02 00:00:00,0.018828817162245992,0.0,0.0,0.6999963432595974,0.018828817162245992,2,0.3514811255242982,7.09,4.88076838213001,-1.8333333333333333,3
2026-02-02 01:00:00,0.05027002952726373,0.0,0.0,0.7056870800059108,0.05027002952726373,2,0.3608034827567435,7.146666666666667,5.0888538329699875,-2.1333333333333333,3
2026-02-02 02:00:00,0.08162514648934369,0.0,0.04216101044268529,0.7265286229696406,0.08162514648934369,2,0.38394792838440595,7.273333333333333,5.280003156564713,-2.1333333333333333,3
2026-02-02 03:00:00,0.15791688421090502,0.0,0.08352116370410823,0.8113178878333236,0.15791688421090502,2,0.4859042139976641,7.876666666666668,5.320322671918812,-2.1666666666666665,3
2026-02-02 04:00:00,0.3012789135914675,0.02766620208573889,0.3152612693790122,0.8757907782496017,0.3012789135914675,2,0.6134293738407139,8.540000000000001,5.221503614860379,-2.1999999999999997,3
2026-02-02 05:00:00,0.5046387286414404,0.1605813912886733,0.5126577813666063,0.9601376814521654,0.5046387286414404,2,0.9741081676332893,11.303333333333333,0.4110150037812896,-1.5999999999999999,3
2026-02-02 06:00:00,0.4518096273252159,0.20366336276367283,0.5309120640276996,0.9789334010534492,0.4518096273252159,2,0.983835036080507,11.793333333333331,0.4271221527073171,-1.5333333333333332,3
2026-02-02 07:00:00,0.4687711536118808,0.16016599297074782,0.4669887161664249,0.9797052129760107,0.4687711536118808,2,0.9846962767630417,11.863333333333332,0.814022931699921,-1.4666666666666668,3
2026-02-02 08:00:00,0.5316447278548565,0.17835479603808682,0.5634211242919395,0.9813780163889014,0.5316447278548565,2,0.98717999878028,12.07,1.1121600604229596,-0.9,3
2026-02-02 09:00:00,0.5456133069611586,0.300643697446522,0.6097190346503446,0.978899170296123,0.5456133069611586,2,0.9838350360805072,11.793333333333335,0.7437965671696353,0.9,3
2026-02-02 10:00:00,0.6285149566751055,0.35867943560772797,0.687728294631479,0.9795978025042902,0.6285149566751055,2,0.9818650116807909,11.613333333333335,0.7919806394940048,3.3333333333333335,3
2026-02-02 11:00:00,0.776824577871407,0.4294611475914827,0.8614140230735327,0.9870066911015223,0.776824577871407,2,0.9889737225396635,12.410000000000002,1.1601293031382323,5.233333333333333,3
2026-02-02 12:00:00,0.8250209849110927,0.5267153720675046,0.9318390587915112,0.9873515117801208,0.8250209849110927,2,0.989594687630762,12.683333333333332,1.2986659822037898,6.633333333333333,3
2026-02-02 13:00:00,0.8490675863542462,0.5612559584512914,0.9455178467234622,0.9875407467460824,0.8490675863542462,2,0.989994335293646,12.856666666666667,0.8504312631443728,7.3999999999999995,3
2026-02-02 14:00:00,0.8915483191316534,0.5740225567787959,0.957634003277581,0.9864176557892139,0.8915483191316534,2,0.9892853059548409,12.536666666666667,0.6087966272355108,7.566666666666666,3
2026-02-02 15:00:00,0.8336882174500366,0.522042493028955,0.8898433296396018,0.9876787897956893,0.8336882174500366,2,0.9822220526360154,11.64,0.1509966887054145,7.033333333333332,3
2026-02-02 16:00:00,0.5095893319361152,0.15836447434988288,0.5320947127953639,0.9731391546366646,0.5095893319361152,2,0.8439164469381422,9.719999999999999,1.9485635735074183,5.5,3
2026-02-02 17:00:00,0.5621449913621793,0.15631654359283184,0.5818925193958802,0.9477668874032006,0.5621449913621793,2,0.8466973322293745,9.74,0.9885342685005916,3.3333333333333335,3
2026-02-02 18:00:00,0.42469903297499867,0.0,0.35946583251460806,0.8361367845092358,0.42469903297499867,2,0.5188440806095688,8.033333333333333,0.8857388629462601,1.9666666666666668,3
2026-02-02 19:00:00,0.4024300173397961,0.0,0.3448730824616295,0.691490044001973,0.4024300173397961,2,0.30172942637160266,6.786666666666666,0.7198842499550417,0.9666666666666668,3
2026-02-02 20:00:00,0.2743774815889769,0.0,0.2138729520375253,0.6394849383094298,0.2743774815889769,2,0.19756671081710114,5.923333333333333,1.1662046704302524,0.26666666666666666,3
2026-02-02 21:00:00,0.22103604709723798,0.0,0.11492215569778882,0.6054161164449724,0.22103604709723798,2,0.18747943651665736,5.82,1.5462212002168383,0.16666666666666666,3
2026-02-02 22:00:00,0.15000979330159264,0.0,0.05923562240322386,0.5609495782106986,0.15000979330159264,2,0.18208816313709789,5.766666666666667,1.812355741385596,0.1333333333333333,3
2026-02-02 23:00:00,0.10029572243915438,0.0,0.03725295048858712,0.5067718684247196,0.10029572243915438,2,0.0969180190768518,4.8566666666666665,1.2638169698707693,-0.10000000000000002,3
