time_local,mean,p10,p50,p90,forecast,lead_day,pc_baseline,ens_ws_mean,ens_ws_std,temperature_2m,n_models
2026-02-01 00:00:00,0.004476789270731189,0.0,0.0,0.2518966912448875,0.004476789270731189,1,0.023934315639637497,3.6666666666666665,2.9542229660831856,-2.3000000000000003,3
2026-02-01 01:00:00,0.010745699850651574,0.0,0.0,0.23952435444642867,0.010745699850651574,1,0.04692770595977308,4.146666666666666,3.3965619872649655,-2.4,3
2026-02-01 02:00:00,0.0,0.0,0.0,0.25370163322518724,0.0,1,0.07182294687071555,4.523333333333333,4.173875097955536,-2.566666666666667,3
2026-02-01 03:00:00,0.0,0.0,0.0,0.2742327094098364,0.0,1,0.03567428945223249,3.9266666666666663,5.277928886725676,-2.8666666666666667,3
2026-02-01 04:00:00,0.0,0.0,0.0,0.30246739810256923,0.0,1,0.029946912331394106,3.8033333333333332,5.696528182440015,-3.3333333333333335,3
2026-02-01 05:00:00,0.0,0.0,0.0,0.3230469505212464,0.0,1,0.032028890506660884,3.8499999999999996,5.499918181209607,-2.733333333333333,3
2026-02-01 06:00:00,0.0,0.0,0.0,0.3400052180289907,0.0,1,0.041199105859623684,4.036666666666667,5.571465994990308,-2.6999999999999997,3
2026-02-01 07:00:00,0.0010160273426283936,0.0,0.0,0.44438496339446504,0.0010160273426283936,1,0.09358759209572277,4.8133333333333335,5.221669592509022,-2.6666666666666665,3
2026-02-01 08:00:00,0.0515077359249371,0.0,0.011826054985230046,0.5175651985010132,0.0515077359249371,1,0.2556452263370084,6.416666666666667,4.205761920667091,-2.3333333333333335,3
2026-02-01 09:00:00,0.07826923122670909,0.0,0.044830714073559624,0.5970335107938044,0.07826923122670909,1,0.3171766311250098,6.89,3.226561637409086,-0.7333333333333333,3
2026-02-01 10:00:00,0.09922517605537988,0.0,0.07447580502576034,0.8093016444997625,0.09922517605537988,1,0.4546673874286003,7.6933333333333325,2.904226804733634,1.5,3
2026-02-01 11:00:00,0.0916417397181953,0.0,0.07634783693931634,0.8341813444975459,0.0916417397181953,1,0.5024253415370232,7.966666666666666,3.6995450170707933,3.3666666666666667,3
2026-02-01 12:00:00,0.17174747045680971,0.0,0.21735748816589046,0.8471956361877704,0.17174747045680971,1,0.5279596941665907,8.073333333333332,3.496231304323748,4.433333333333334,3
2026-02-01 13:00:00,0.26239901284810485,0.005473642395741898,0.25011570517111814,0.8719786648954386,0.26239901284810485,1,0.4968343384370296,7.94,3.15220557705236,5.3,3
