time_local,mean,p10,p50,p90,forecast,lead_day,pc_baseline,ens_ws_mean,ens_ws_std,n_models
2026-02-01 00:00:00,0.09466762616867241,0.008766506951283445,0.013747384247757956,0.13942432398786353,0.09466762616867241,1,0.0248439732485605,3.6666666666666665,2.9542229660831856,3
2026-02-01 01:00:00,0.09461260816269867,0.008674524914670134,0.012993237754525466,0.12072291320287422,0.09461260816269867,1,0.047921960057568797,4.146666666666666,3.3965619872649655,3
2026-02-01 02:00:00,0.0935006817155452,0.009259957322178389,0.011692327904544973,0.12725776623400287,0.0935006817155452,1,0.07225737379544785,4.523333333333333,4.173875097955536,3
2026-02-01 03:00:00,0.0890740085284821,0.008491368191764277,0.010134868275491869,0.1616750742587042,0.0890740085284821,1,0.0354763223324773,3.9266666666666663,5.277928886725676,3
2026-02-01 04:00:00,0.09080913575948951,0.008274416526231725,0.009489544097582332,0.15376161495167873,0.09080913575948951,1,0.030099534130416106,3.8033333333333332,5.696528182440015,3
2026-02-01 05:00:00,0.08501794433556316,0.008608022555656404,0.008782621891643505,0.18299970022079642,0.08501794433556316,1,0.0323879493849565,3.8499999999999996,5.499918181209607,3
2026-02-01 06:00:00,0.0948089462573687,0.00675554574746511,0.007139705582266505,0.16594333052124577,0.0948089462573687,1,0.0416271591334093,4.036666666666667,5.571465994990308,3
2026-02-01 07:00:00,0.09592516925456807,0.0088036125975413,0.02143538385276165,0.31531214040297556,0.09592516925456807,1,0.09258811269664163,4.8133333333333335,5.221669592509022,3
2026-02-01 08:00:00,0.14025006466545797,0.01026117707363376,0.0731507971919002,0.40054050531349794,0.14025006466545797,1,0.25275418271406924,6.416666666666667,4.205761920667091,3
2026-02-01 09:00:00,0.18099887417591423,0.00840647987105584,0.13304533129783744,0.49783260647910205,0.18099887417591423,1,0.317759110030796,6.89,3.226561637409086,3
2026-02-01 10:00:00,0.2434213670681111,0.005998470321808298,0.17090054558574438,0.7012254034340041,0.2434213670681111,1,0.4566980694492397,7.6933333333333325,2.904226804733634,3
2026-02-01 11:00:00,0.25679101448487357,0.014030965418034957,0.18095753364556413,0.8008464158412083,0.25679101448487357,1,0.5067925229324022,7.966666666666666,3.6995450170707933,3
2026-02-01 12:00:00,0.3693963911023691,0.01841627180783798,0.30846180043746235,0.857486888463721,0.3693963911023691,1,0.5277968945058291,8.073333333333332,3.496231304323748,3
2026-02-01 13:00:00,0.39808374692395376,0.031424140510248,0.34896484704685365,0.8463284871736158,0.39808374692395376,1,0.5020563516094192,7.94,3.15220557705236,3
2026-02-01 14:00:00,0.5155022012761915,0.06492420841335916,0.5373178461027049,0.8507872200043345,0.5155022012761915,1,0.5032403944401651,7.946666666666668,2.9535797489374374,3
2026-02-01 15:00:00,0.4338605085413797,0.03687853930738136,0.4092692173180957,0.8228192850572088,0.4338605085413797,1,0.4930850482752048,7.896666666666666,2.795037268684146,3
2026-02-01 16:00:00,0.3731347351009112,0.031401308053523924,0.31061972400050275,0.8007569142172617,0.3731347351009112,1,0.5392149811125152,8.13,2.7222968243745944,3
2026-02-01 17:00:00,0.28378588399190213,0.017487543396232715,0.21939155368592375,0.6871094171139924,0.28378588399190213,1,0.4353891323600401,7.580000000000001,3.899782045191756,3
2026-02-01 18:00:00,0.28576772538574113,0.01247691911556679,0.2154680534282093,0.6291402963559073,0.28576772538574113,1,0.43031323088417617,7.546666666666667,3.6921583570228043,3
2026-02-01 19:00:00,0.282685189110628,0.016477283746418932,0.19460943341195566,0.667791571263158,0.282685189110628,1,0.4590398769143744,7.71,3.527392804891454,3
2026-02-01 20:00:00,0.3061380647817673,0.022158262905101627,0.22940478994301125,0.6696817287881713,0.3061380647817673,1,0.5187170483014086,8.026666666666666,3.414854804136383,3
2026-02-01 21:00:00,0.3012117350275094,0.025561340421543278,0.2524553518241118,0.7007135020483336,0.3012117350275094,1,0.562330929370021,8.24,3.520752760419283,3
2026-02-01 22:00:00,0.26939200388868567,0.021918889622326913,0.20775453217845244,0.6956676409293752,0.26939200388868567,1,0.5816247846843073,8.313333333333334,3.407892799565933,3
2026-02-01 23:00:00,0.2623376230064415,0.030831615334457635,0.1380666237500998,0.6748484451088982,0.2623376230064415,1,0.44874498912893696,7.646666666666666,4.2742991628258,3
2026-02-02 00:00:00,0.17876356900106075,0.009385121834606098,0.07371970392462958,0.6069527489171965,0.17876356900106075,2,0.35035142016552423,7.09,4.88076838213001,3
2026-02-02 01:00:00,0.18676957654379475,0.009571263911820357,0.08780861908982292,0.6171390466715921,0.18676957654379475,2,0.36003599231984357,7.146666666666667,5.0888538329699875,3
