time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-04-01 00:00:00+00:00,2.28,2.44,128.0,109.0,4.95,6.5,82.0,76.0,3.6,5.7,9.0,9.2,955.3,956.0,41.0,46.0
2025-04-01 01:00:00+00:00,2.24,2.79,117.0,105.0,5.77,7.24,81.0,72.0,5.1,7.4,9.4,9.6,955.5,955.9,39.0,43.0
2025-04-01 02:00:00+00:00,2.1,2.41,93.0,85.0,6.39,7.42,73.0,64.0,6.7,8.2,10.9,10.8,955.8,956.2,37.0,40.0
2025-04-01 03:00:00+00:00,2.57,3.2,77.0,70.0,6.36,8.97,71.0,68.0,7.1,8.5,12.5,12.4,955.7,956.2,32.0,34.0
2025-04-01 04:00:00+00:00,2.97,4.79,57.0,67.0,7.45,9.41,68.0,75.0,6.9,8.3,13.7,14.4,955.6,956.0,29.0,28.0
2025-04-01 05:00:00+00:00,3.02,5.26,56.0,51.0,7.64,9.53,76.0,66.0,6.4,8.1,15.2,15.5,954.9,955.4,26.0,26.0
2025-04-01 06:00:00+00:00,4.11,4.96,49.0,42.0,7.57,8.38,78.0,67.0,6.1,6.7,16.6,16.6,954.5,954.9,22.0,24.0
2025-04-01 07:00:00+00:00,4.0,4.33,37.0,40.0,6.22,7.04,66.0,67.0,5.1,5.7,17.2,17.4,954.0,954.5,22.0,23.0
2025-04-01 08:00:00+00:00,2.86,3.19,12.0,32.0,3.83,4.83,57.0,63.0,3.0,3.8,17.6,18.0,953.8,954.0,21.0,22.0
2025-04-01 09:00:00+00:00,1.97,3.14,336.0,37.0,1.22,4.34,35.0,52.0,1.1,3.0,17.7,17.4,953.5,953.1,20.0,23.0
2025-04-01 10:00:00+00:00,3.18,3.08,283.0,347.0,2.71,2.25,266.0,339.0,3.5,2.1,17.8,17.1,953.4,953.5,21.0,23.0
