time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-05-01 00:00:00+00:00,2.62,2.36,220.0,216.0,6.01,5.21,258.0,258.0,4.8,4.6,12.6,13.2,948.6,948.3,57.0,54.0
2024-05-01 01:00:00+00:00,2.42,2.2,218.0,210.0,5.42,4.5,253.0,250.0,4.7,4.2,13.5,14.1,948.7,948.5,54.0,52.0
2024-05-01 02:00:00+00:00,2.51,2.33,241.0,239.0,4.8,4.28,258.0,254.0,4.5,4.0,16.3,16.6,949.2,948.9,44.0,46.0
2024-05-01 03:00:00+00:00,3.03,3.26,262.0,259.0,3.46,3.71,262.0,258.0,5.2,5.5,18.0,18.2,949.8,949.0,40.0,41.0
2024-05-01 04:00:00+00:00,3.9,4.1,271.0,267.0,4.61,4.71,271.0,266.0,6.5,6.8,20.0,20.1,949.7,948.9,36.0,37.0
2024-05-01 05:00:00+00:00,6.77,5.66,278.0,278.0,8.02,6.43,278.0,278.0,11.1,9.3,22.1,21.8,949.3,948.4,31.0,33.0
2024-05-01 06:00:00+00:00,7.91,6.11,288.0,285.0,9.33,6.87,287.0,284.0,13.2,10.0,23.2,23.3,948.4,948.1,26.0,25.0
2024-05-01 07:00:00+00:00,8.73,6.71,288.0,290.0,10.51,7.44,286.0,288.0,14.7,10.9,24.0,24.3,947.9,947.3,22.0,20.0
2024-05-01 08:00:00+00:00,10.0,6.86,282.0,289.0,12.26,7.59,281.0,287.0,16.9,11.2,24.4,24.8,947.4,946.8,24.0,18.0
2024-05-01 09:00:00+00:00,9.57,6.55,281.0,286.0,12.03,7.27,280.0,284.0,17.1,11.2,24.8,25.0,946.9,946.0,17.0,19.0
2024-05-01 10:00:00+00:00,11.34,6.32,282.0,281.0,15.06,7.15,281.0,279.0,19.3,10.6,24.7,24.9,946.8,945.2,19.0,24.0
2024-05-01 11:00:00+00:00,12.02,6.69,288.0,279.0,16.23,7.81,289.0,278.0,21.3,10.9,22.0,24.8,947.9,944.8,29.0,24.0
2024-05-01 12:00:00+00:00,10.17,11.85,300.0,292.0,14.66,16.63,300.0,291.0,19.5,20.9,21.5,22.6,947.4,946.3,31.0,26.0
2024-05-01 13:00:00+00:00,7.65,9.53,296.0,295.0,11.61,13.76,298.0,297.0,17.4,20.4,20.3,20.5,948.3,947.4,32.0,33.0
2024-05-01 14:00:00+00:00,10.3,9.95,278.0,285.0,15.58,14.81,281.0,289.0,21.0,17.4,16.7,17.7,950.7,949.5,45.0,45.0
2024-05-01 15:00:00+00:00,6.75,7.67,258.0,277.0,10.2,11.24,262.0,280.0,17.5,17.0,14.6,15.0,951.9,950.9,61.0,59.0
2024-05-01 16:00:00+00:00,4.63,6.87,264.0,249.0,8.06,10.84,266.0,252.0,11.1,12.6,13.9,13.7,951.7,950.6,71.0,70.0
2024-05-01 17:00:00+00:00,5.31,8.31,250.0,272.0,9.59,14.04,259.0,274.0,8.6,13.9,13.8,13.3,952.1,951.2,71.0,70.0
2024-05-01 18:00:00+00:00,2.68,5.87,207.0,256.0,4.21,11.79,242.0,261.0,4.6,12.3,15.1,13.2,951.9,952.0,65.0,62.0
2024-05-01 19:00:00+00:00,3.64,4.81,217.0,258.0,6.91,10.54,238.0,264.0,5.9,9.5,15.2,13.1,952.2,952.2,60.0,62.0
2024-05-01 20:00:00+00:00,5.6,3.42,229.0,263.0,9.78,8.59,241.0,277.0,9.1,8.0,14.5,12.4,952.2,952.4,61.0,67.0
2024-05-01 21:00:00+00:00,5.02,2.77,224.0,229.0,9.33,5.91,238.0,264.0,9.2,5.8,13.8,11.6,952.2,952.6,57.0,76.0
2024-05-01 22:00:00+00:00,3.62,3.18,219.0,204.0,7.53,5.62,235.0,227.0,8.2,5.4,13.5,11.4,952.1,952.5,55.0,77.0
2024-05-01 23:00:00+00:00,2.14,2.69,217.0,202.0,5.38,5.47,237.0,216.0,6.4,5.5,13.1,11.4,951.9,952.3,55.0,72.0
