time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-11-01 00:00:00+00:00,1.33,1.27,167.0,135.0,1.28,1.68,212.0,83.0,2.1,2.1,3.8,3.8,961.5,961.7,83.0,89.0
2024-11-01 01:00:00+00:00,1.63,1.56,169.0,140.0,2.14,1.83,196.0,106.0,2.6,2.5,4.0,3.5,961.8,961.7,80.0,88.0
2024-11-01 02:00:00+00:00,1.3,1.42,176.0,129.0,2.19,1.62,207.0,104.0,2.6,2.5,4.4,3.5,962.4,962.0,77.0,85.0
2024-11-01 03:00:00+00:00,0.85,1.39,159.0,111.0,1.2,1.96,215.0,87.0,2.1,2.3,5.7,4.9,962.9,962.3,75.0,80.0
2024-11-01 04:00:00+00:00,0.73,1.84,74.0,77.0,0.22,2.83,63.0,76.0,1.3,3.0,7.9,8.1,962.8,962.6,75.0,72.0
2024-11-01 05:00:00+00:00,1.56,3.26,40.0,63.0,1.12,3.64,52.0,66.0,2.8,5.4,10.8,10.0,962.6,962.7,61.0,59.0
2024-11-01 06:00:00+00:00,1.55,1.36,15.0,36.0,1.52,1.39,15.0,39.0,3.1,2.8,12.1,11.1,961.7,962.3,52.0,57.0
2024-11-01 07:00:00+00:00,1.75,1.3,24.0,32.0,1.75,1.33,27.0,36.0,3.5,2.8,13.4,12.5,961.0,961.5,47.0,50.0
2024-11-01 08:00:00+00:00,1.98,1.44,41.0,34.0,2.15,1.47,43.0,37.0,3.8,3.0,14.3,13.5,960.2,960.7,42.0,46.0
2024-11-01 09:00:00+00:00,2.66,1.49,56.0,42.0,2.81,1.52,61.0,45.0,4.3,2.8,15.0,14.1,959.8,960.3,38.0,42.0
2024-11-01 10:00:00+00:00,3.72,1.79,66.0,63.0,4.15,1.8,71.0,68.0,5.9,2.8,15.3,14.2,959.3,959.9,37.0,42.0
2024-11-01 11:00:00+00:00,3.86,1.75,69.0,59.0,5.52,2.54,78.0,74.0,6.1,3.0,14.3,13.4,958.7,959.3,46.0,48.0
2024-11-01 12:00:00+00:00,3.13,1.36,73.0,54.0,5.72,2.91,83.0,70.0,5.1,2.5,12.5,11.3,959.0,960.1,52.0,62.0
2024-11-01 13:00:00+00:00,3.35,2.0,80.0,87.0,6.57,4.62,88.0,85.0,5.6,3.6,10.8,9.7,959.1,959.9,60.0,69.0
2024-11-01 14:00:00+00:00,3.69,2.84,77.0,80.0,7.36,6.58,86.0,87.0,6.1,5.0,9.7,8.8,959.1,959.6,61.0,75.0
2024-11-01 15:00:00+00:00,4.15,3.48,75.0,72.0,8.18,8.0,84.0,83.0,6.9,6.2,8.9,8.2,958.6,959.4,63.0,74.0
2024-11-01 16:00:00+00:00,4.46,3.92,74.0,71.0,8.76,8.88,84.0,83.0,7.5,7.1,8.8,7.8,958.2,959.0,63.0,72.0
2024-11-01 17:00:00+00:00,4.68,4.24,74.0,71.0,8.85,9.36,85.0,84.0,7.8,7.7,8.9,7.9,957.8,958.6,63.0,70.0
2024-11-01 18:00:00+00:00,4.81,3.9,73.0,67.0,8.95,8.42,85.0,81.0,8.0,6.9,8.5,7.4,957.9,956.8,64.0,71.0
2024-11-01 19:00:00+00:00,4.81,3.89,73.0,72.0,9.05,8.59,85.0,83.0,8.1,7.1,8.4,7.6,957.5,956.3,64.0,70.0
2024-11-01 20:00:00+00:00,4.55,3.36,71.0,67.0,8.67,7.4,84.0,83.0,8.1,6.9,8.3,7.4,957.5,956.6,64.0,70.0
2024-11-01 21:00:00+00:00,4.12,2.97,67.0,70.0,8.02,6.6,82.0,84.0,7.6,6.1,7.8,7.1,957.7,956.7,67.0,72.0
2024-11-01 22:00:00+00:00,3.73,2.62,70.0,72.0,7.14,6.09,81.0,86.0,7.0,5.4,7.5,7.0,957.8,956.6,68.0,72.0
2024-11-01 23:00:00+00:00,3.65,2.5,81.0,74.0,7.16,5.62,88.0,84.0,6.4,4.7,7.5,6.6,957.6,956.9,67.0,74.0
2024-11-02 00:00:00+00:00,2.56,2.43,51.0,81.0,5.11,5.51,78.0,85.0,5.8,5.0,7.8,6.7,956.8,957.4,71.0,76.0
2024-11-02 01:00:00+00:00,3.1,1.84,88.0,77.0,6.03,4.63,83.0,84.0,5.3,4.3,7.1,6.5,957.5,957.8,75.0,77.0
2024-11-02 02:00:00+00:00,2.11,1.9,85.0,93.0,4.71,4.51,92.0,89.0,5.3,3.5,8.1,6.4,958.5,958.4,70.0,78.0
2024-11-02 03:00:00+00:00,2.8,1.8,90.0,90.0,5.5,4.21,94.0,90.0,4.7,3.5,8.6,7.5,959.0,959.0,69.0,74.0
2024-11-02 04:00:00+00:00,2.09,2.26,73.0,77.0,4.13,4.35,95.0,82.0,4.8,3.9,10.9,9.2,958.9,959.3,60.0,69.0
2024-11-02 05:00:00+00:00,2.75,2.82,57.0,73.0,3.93,4.54,71.0,83.0,4.6,5.0,11.8,11.1,959.1,959.2,57.0,58.0
2024-11-02 06:00:00+00:00,4.34,3.34,61.0,39.0,5.08,3.53,62.0,44.0,7.0,5.4,12.6,13.1,959.4,959.7,48.0,49.0
2024-11-02 07:00:00+00:00,4.11,3.28,64.0,52.0,4.74,3.57,66.0,53.0,7.0,5.8,12.9,12.5,959.9,960.2,47.0,53.0
2024-11-02 08:00:00+00:00,3.45,1.53,73.0,58.0,3.85,1.71,75.0,59.0,6.5,5.3,13.4,12.7,960.2,960.9,47.0,50.0
2024-11-02 09:00:00+00:00,2.92,0.94,84.0,148.0,3.34,0.96,85.0,156.0,5.5,2.8,14.1,13.1,960.3,961.5,46.0,49.0
2024-11-02 10:00:00+00:00,2.6,1.7,74.0,152.0,2.83,1.8,76.0,158.0,4.7,2.9,14.5,13.9,960.6,961.8,46.0,47.0
2024-11-02 11:00:00+00:00,2.1,1.61,65.0,120.0,2.82,2.08,70.0,131.0,4.1,2.8,13.8,13.9,960.8,961.7,51.0,46.0
2024-11-02 12:00:00+00:00,2.31,1.22,72.0,81.0,3.73,1.4,76.0,78.0,4.4,1.9,12.4,13.2,961.0,962.4,55.0,53.0
2024-11-02 13:00:00+00:00,2.1,1.75,90.0,121.0,3.84,2.29,84.0,100.0,3.7,2.7,11.4,11.5,961.7,962.7,61.0,63.0
2024-11-02 14:00:00+00:00,1.81,1.72,96.0,126.0,3.66,2.79,82.0,108.0,3.5,2.8,10.7,10.7,962.0,962.6,65.0,65.0
2024-11-02 15:00:00+00:00,1.8,1.91,90.0,96.0,3.88,3.34,74.0,95.0,3.2,3.1,10.0,9.5,962.6,962.6,68.0,67.0
2024-11-02 16:00:00+00:00,1.8,2.35,109.0,78.0,3.64,4.56,85.0,75.0,3.2,4.1,9.8,8.5,963.0,962.8,67.0,70.0
2024-11-02 17:00:00+00:00,1.97,2.3,120.0,92.0,3.85,4.86,105.0,81.0,3.9,4.1,9.7,8.7,962.8,962.9,62.0,68.0
2024-11-02 18:00:00+00:00,2.26,2.67,103.0,77.0,4.41,5.81,90.0,84.0,3.8,4.7,8.8,8.7,962.3,961.2,70.0,62.0
2024-11-02 19:00:00+00:00,2.34,3.04,70.0,73.0,4.75,6.27,76.0,80.0,4.0,5.2,8.3,8.4,962.3,961.2,71.0,63.0
2024-11-02 20:00:00+00:00,2.61,2.94,94.0,80.0,5.54,6.41,82.0,84.0,4.5,5.2,7.9,8.2,962.6,961.4,73.0,62.0
2024-11-02 21:00:00+00:00,2.43,2.53,81.0,81.0,5.11,5.68,86.0,89.0,4.5,5.1,8.5,8.2,962.4,961.3,68.0,62.0
2024-11-02 22:00:00+00:00,2.89,2.6,76.0,74.0,5.8,5.59,78.0,79.0,4.9,4.5,7.9,7.2,962.2,961.4,71.0,66.0
2024-11-02 23:00:00+00:00,2.89,2.4,76.0,88.0,5.86,5.5,80.0,86.0,4.9,4.5,8.1,7.3,962.2,961.4,70.0,66.0
2024-11-03 00:00:00+00:00,2.2,2.53,93.0,81.0,4.61,5.0,86.0,79.0,4.0,4.3,8.1,7.7,961.9,962.7,69.0,72.0
2024-11-03 01:00:00+00:00,2.22,2.51,98.0,95.0,4.51,5.22,91.0,85.0,3.8,4.4,7.9,7.9,961.8,962.8,70.0,68.0
2024-11-03 02:00:00+00:00,2.3,2.5,92.0,92.0,4.7,5.3,90.0,87.0,3.9,4.3,7.7,7.9,961.9,962.9,70.0,65.0
2024-11-03 03:00:00+00:00,2.73,2.83,82.0,82.0,5.33,5.69,83.0,87.0,4.5,4.8,8.5,9.0,962.0,963.0,67.0,61.0
2024-11-03 04:00:00+00:00,3.92,3.92,71.0,71.0,6.42,6.35,78.0,81.0,6.5,6.6,11.1,11.3,961.6,962.8,56.0,55.0
2024-11-03 05:00:00+00:00,5.78,5.52,67.0,68.0,6.88,6.48,70.0,70.0,9.0,8.6,13.5,13.3,961.1,962.4,47.0,49.0
2024-11-03 06:00:00+00:00,6.89,7.13,66.0,68.0,7.97,8.58,69.0,71.0,10.9,11.4,15.7,15.0,960.4,961.2,41.0,41.0
