time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3
2024-02-08 10:00:00+00:00,2.06,3.98,256.0,65.0,1.1,0.5,963.6,963.0
2024-02-08 11:00:00+00:00,0.51,2.78,281.0,60.0,0.8,-0.4,963.4,963.0
2024-02-08 12:00:00+00:00,1.0,1.89,53.0,58.0,0.5,-1.0,963.2,963.2
2024-02-08 13:00:00+00:00,1.88,1.49,65.0,70.0,-0.0,-0.9,962.9,963.5
2024-02-08 14:00:00+00:00,2.53,1.6,72.0,90.0,-0.7,-0.5,962.5,963.9
2024-02-08 15:00:00+00:00,3.45,2.1,73.0,93.0,-1.0,-0.2,962.3,964.1
2024-02-08 16:00:00+00:00,4.68,3.11,70.0,84.0,-0.9,-0.2,962.4,964.0
2024-02-08 17:00:00+00:00,6.05,4.54,68.0,76.0,-0.4,-0.2,962.5,963.8
2024-02-08 18:00:00+00:00,7.39,5.91,67.0,71.0,-0.2,-0.4,962.5,963.5
2024-02-08 19:00:00+00:00,8.56,7.09,67.0,68.0,-0.3,-0.6,962.4,963.2
2024-02-08 20:00:00+00:00,9.73,8.06,68.0,67.0,-0.6,-0.8,962.2,962.9
2024-02-08 21:00:00+00:00,10.32,8.77,68.0,66.0,-0.8,-1.0,962.0,962.6
2024-02-08 22:00:00+00:00,10.07,9.09,69.0,66.0,-0.9,-1.1,962.0,962.4
2024-02-08 23:00:00+00:00,9.4,9.23,69.0,67.0,-0.9,-1.0,961.9,962.1
2024-02-09 00:00:00+00:00,8.86,9.1,70.0,67.0,-0.9,-1.0,961.9,962.1
2024-02-09 01:00:00+00:00,8.62,8.73,68.0,66.0,-0.9,-1.1,961.9,962.1
2024-02-09 02:00:00+00:00,8.47,8.23,67.0,66.0,-1.0,-1.2,961.9,962.3
2024-02-09 03:00:00+00:00,8.46,7.96,66.0,65.0,-0.4,-0.7,961.7,962.4
2024-02-09 04:00:00+00:00,8.77,8.28,66.0,65.0,1.1,0.6,961.4,962.4
2024-02-09 05:00:00+00:00,9.18,8.92,66.0,67.0,3.1,2.5,961.1,962.3
2024-02-09 06:00:00+00:00,9.45,9.28,67.0,68.0,4.8,4.1,960.5,961.9
2024-02-09 07:00:00+00:00,9.38,9.27,68.0,70.0,5.9,5.1,959.9,961.3
2024-02-09 08:00:00+00:00,9.08,8.95,69.0,72.0,6.6,5.9,959.0,960.4
2024-02-09 09:00:00+00:00,8.6,8.57,70.0,73.0,6.8,6.1,958.3,959.6
2024-02-09 10:00:00+00:00,7.82,7.91,69.0,72.0,6.3,5.7,957.7,959.0
2024-02-09 11:00:00+00:00,6.99,7.13,66.0,68.0,5.3,4.8,957.3,958.4
2024-02-09 12:00:00+00:00,6.22,6.53,64.0,65.0,4.4,4.0,956.9,957.9
2024-02-09 13:00:00+00:00,5.73,6.08,65.0,65.0,3.7,3.3,956.6,957.8
2024-02-09 14:00:00+00:00,5.29,5.78,68.0,67.0,3.0,2.6,956.6,957.8
2024-02-09 15:00:00+00:00,5.0,5.48,70.0,69.0,2.5,2.1,956.4,957.8
2024-02-09 16:00:00+00:00,4.71,5.35,73.0,69.0,2.0,1.8,956.2,957.4
2024-02-09 17:00:00+00:00,4.46,5.22,74.0,70.0,1.6,1.7,956.1,957.0
2024-02-09 18:00:00+00:00,4.34,5.22,75.0,70.0,1.3,1.5,955.9,956.7
2024-02-09 19:00:00+00:00,4.32,5.22,77.0,70.0,1.1,1.4,955.7,956.6
2024-02-09 20:00:00+00:00,4.44,5.31,76.0,70.0,0.9,1.4,955.6,956.5
2024-02-09 21:00:00+00:00,4.63,5.41,76.0,71.0,0.6,1.3,955.5,956.4
2024-02-09 22:00:00+00:00,4.83,5.35,77.0,73.0,0.2,0.9,955.4,956.4
2024-02-09 23:00:00+00:00,5.14,5.29,77.0,75.0,-0.3,0.5,955.3,956.3
2024-02-10 00:00:00+00:00,5.46,5.36,76.0,76.0,-0.6,0.2,955.4,956.5
2024-02-10 01:00:00+00:00,5.68,5.53,76.0,77.0,-0.7,-0.1,955.8,957.0
2024-02-10 02:00:00+00:00,5.8,5.73,75.0,78.0,-0.5,-0.2,956.4,957.6
2024-02-10 03:00:00+00:00,6.04,5.97,74.0,76.0,0.2,0.3,956.9,958.2
2024-02-10 04:00:00+00:00,6.55,6.29,71.0,72.0,1.7,1.8,957.3,958.5
2024-02-10 05:00:00+00:00,7.09,6.59,68.0,68.0,3.6,4.0,957.7,958.9
2024-02-10 06:00:00+00:00,7.62,6.94,67.0,65.0,5.3,5.9,957.7,958.9
2024-02-10 07:00:00+00:00,7.93,7.3,67.0,67.0,6.7,7.2,957.3,958.6
2024-02-10 08:00:00+00:00,8.08,7.47,68.0,70.0,7.8,8.2,956.7,958.0
2024-02-10 09:00:00+00:00,7.95,7.49,69.0,71.0,8.2,8.5,956.3,957.5
2024-02-10 10:00:00+00:00,7.3,7.06,67.0,69.0,7.5,7.9,956.1,957.1
2024-02-10 11:00:00+00:00,6.35,6.26,64.0,65.0,6.1,6.6,956.1,956.8
2024-02-10 12:00:00+00:00,5.46,5.64,62.0,63.0,4.9,5.4,956.1,956.7
2024-02-10 13:00:00+00:00,4.92,5.05,63.0,63.0,4.0,4.6,956.1,956.6
2024-02-10 14:00:00+00:00,4.4,4.52,69.0,65.0,3.2,3.9,956.0,956.5
2024-02-10 15:00:00+00:00,4.08,4.18,73.0,69.0,2.4,3.2,955.9,956.4
2024-02-10 16:00:00+00:00,3.83,4.08,75.0,73.0,1.7,2.6,955.7,956.2
2024-02-10 17:00:00+00:00,3.64,4.22,74.0,76.0,1.1,2.0,955.5,955.9
2024-02-10 18:00:00+00:00,3.54,4.3,74.0,78.0,0.6,1.6,955.3,955.6
2024-02-10 19:00:00+00:00,3.67,4.34,73.0,75.0,0.4,1.5,955.0,955.5
2024-02-10 20:00:00+00:00,4.02,4.43,71.0,72.0,0.4,1.7,954.9,955.4
2024-02-10 21:00:00+00:00,4.46,4.59,70.0,70.0,0.4,1.8,954.7,955.2
2024-02-10 22:00:00+00:00,4.96,4.9,71.0,70.0,0.6,1.7,954.3,954.6
2024-02-10 23:00:00+00:00,5.57,5.38,72.0,72.0,0.8,1.5,954.0,953.9
2024-02-11 00:00:00+00:00,5.98,5.76,72.0,73.0,1.0,1.4,953.8,953.4
2024-02-11 01:00:00+00:00,6.07,6.14,73.0,74.0,1.0,1.4,953.8,953.3
2024-02-11 02:00:00+00:00,6.07,6.43,73.0,75.0,1.0,1.5,953.9,953.5
2024-02-11 03:00:00+00:00,5.98,6.65,72.0,74.0,1.5,2.1,954.2,953.6
2024-02-11 04:00:00+00:00,5.85,6.9,73.0,73.0,3.1,3.4,954.3,953.8
2024-02-11 05:00:00+00:00,5.73,7.08,74.0,71.0,5.2,5.3,954.6,953.8
2024-02-11 06:00:00+00:00,5.51,6.89,74.0,71.0,7.1,6.9,954.5,953.8
2024-02-11 07:00:00+00:00,5.17,6.17,75.0,73.0,8.8,8.4,954.3,953.6
2024-02-11 08:00:00+00:00,4.81,5.1,78.0,79.0,10.3,9.8,953.8,953.3
2024-02-11 09:00:00+00:00,4.37,4.03,79.0,83.0,10.7,10.4,953.3,953.0
2024-02-11 10:00:00+00:00,4.06,2.79,80.0,75.0,9.5,9.8,952.6,953.0
2024-02-11 11:00:00+00:00,3.77,1.77,79.0,47.0,7.3,8.4,952.0,953.1
2024-02-11 12:00:00+00:00,3.04,1.3,81.0,4.0,5.3,7.0,951.6,953.2
2024-02-11 13:00:00+00:00,1.51,0.78,98.0,310.0,3.6,5.6,951.8,953.2
2024-02-11 14:00:00+00:00,1.3,1.39,203.0,240.0,2.2,4.1,952.2,953.2
2024-02-11 15:00:00+00:00,2.91,2.55,229.0,225.0,1.4,3.0,952.7,953.4
2024-02-11 16:00:00+00:00,4.17,3.82,240.0,225.0,1.8,2.7,953.4,954.1
2024-02-11 17:00:00+00:00,5.24,5.17,246.0,227.0,2.9,2.7,954.2,955.0
2024-02-11 18:00:00+00:00,5.98,6.25,249.0,230.0,3.7,2.7,954.9,955.9
2024-02-11 19:00:00+00:00,6.15,7.18,248.0,235.0,3.6,2.5,955.3,956.6
2024-02-11 20:00:00+00:00,5.9,7.88,244.0,241.0,3.2,2.2,955.7,957.1
2024-02-11 21:00:00+00:00,5.95,8.54,241.0,244.0,2.8,1.8,956.1,957.7
2024-02-11 22:00:00+00:00,6.45,9.04,240.0,245.0,2.3,1.2,956.6,958.3
2024-02-11 23:00:00+00:00,7.26,9.3,240.0,245.0,1.7,0.6,957.0,959.0
2024-02-12 00:00:00+00:00,7.83,9.44,242.0,244.0,1.2,-0.1,957.6,959.7
2024-02-12 01:00:00+00:00,8.05,9.21,243.0,244.0,0.9,-0.6,958.5,960.7
2024-02-12 02:00:00+00:00,8.15,8.81,247.0,245.0,0.6,-1.2,959.5,961.6
2024-02-12 03:00:00+00:00,8.23,8.55,249.0,246.0,0.4,-1.4,960.3,962.5
2024-02-12 04:00:00+00:00,8.29,8.6,252.0,247.0,0.3,-1.3,961.0,963.1
2024-02-12 05:00:00+00:00,8.46,8.75,256.0,248.0,0.3,-1.0,961.4,963.5
2024-02-12 06:00:00+00:00,8.51,8.99,257.0,249.0,0.2,-0.7,961.8,963.7
2024-02-12 07:00:00+00:00,8.61,9.24,257.0,250.0,0.0,-0.3,961.8,963.7
2024-02-12 08:00:00+00:00,8.66,9.52,256.0,251.0,-0.2,-0.0,961.7,963.5
2024-02-12 09:00:00+00:00,8.61,9.61,255.0,251.0,-0.6,-0.1,961.7,963.3
2024-02-12 10:00:00+00:00,8.35,9.27,251.0,250.0,-1.2,-0.8,961.9,963.0
2024-02-12 11:00:00+00:00,7.84,8.69,247.0,247.0,-1.9,-1.8,962.3,962.5
2024-02-12 12:00:00+00:00,7.6,8.28,243.0,245.0,-2.5,-2.7,962.6,962.4
2024-02-12 13:00:00+00:00,7.65,8.1,243.0,244.0,-2.8,-3.2,962.9,962.9
2024-02-12 14:00:00+00:00,7.83,8.1,243.0,244.0,-2.9,-3.6,963.2,963.8
2024-02-12 15:00:00+00:00,7.43,8.05,246.0,245.0,-3.1,-4.0,963.5,964.6
2024-02-12 16:00:00+00:00,6.02,8.05,255.0,245.0,-3.4,-4.4,963.8,965.1
2024-02-12 17:00:00+00:00,4.4,8.14,271.0,245.0,-3.8,-4.8,964.1,965.3
2024-02-12 18:00:00+00:00,3.23,7.75,292.0,246.0,-4.2,-5.2,964.4,965.5
2024-02-12 19:00:00+00:00,1.97,6.71,294.0,250.0,-4.5,-5.7,964.5,965.7
2024-02-12 20:00:00+00:00,0.73,5.36,254.0,256.0,-4.9,-6.2,964.6,965.7
2024-02-12 21:00:00+00:00,0.92,3.82,167.0,264.0,-5.3,-6.8,964.8,965.8
2024-02-12 22:00:00+00:00,1.0,2.1,127.0,273.0,-6.0,-7.8,964.9,965.7
2024-02-12 23:00:00+00:00,1.2,0.58,90.0,329.0,-6.8,-8.9,965.1,965.6
2024-02-13 00:00:00+00:00,1.93,1.75,69.0,59.0,-7.1,-9.4,965.3,965.5
2024-02-13 01:00:00+00:00,3.05,3.31,67.0,65.0,-6.7,-8.9,965.7,965.9
2024-02-13 02:00:00+00:00,4.35,4.83,67.0,66.0,-6.0,-7.8,966.0,966.2
2024-02-13 03:00:00+00:00,5.52,6.22,68.0,66.0,-4.9,-6.4,966.4,966.6
2024-02-13 04:00:00+00:00,6.56,7.48,69.0,67.0,-3.5,-4.8,966.7,966.7
2024-02-13 05:00:00+00:00,7.5,8.71,69.0,68.0,-1.9,-3.0,966.9,966.8
2024-02-13 06:00:00+00:00,8.13,9.43,69.0,69.0,-0.4,-1.4,966.9,966.6
2024-02-13 07:00:00+00:00,8.43,9.69,68.0,68.0,0.9,-0.1,966.4,966.1
2024-02-13 08:00:00+00:00,8.55,9.59,66.0,67.0,1.9,0.9,965.8,965.3
2024-02-13 09:00:00+00:00,8.45,9.26,64.0,65.0,2.5,1.6,965.2,964.7
2024-02-13 10:00:00+00:00,8.1,8.68,63.0,64.0,2.3,1.7,964.7,964.4
2024-02-13 11:00:00+00:00,7.52,7.83,61.0,63.0,1.7,1.4,964.2,964.2
2024-02-13 12:00:00+00:00,7.03,7.29,60.0,63.0,1.1,1.1,963.9,964.1
2024-02-13 13:00:00+00:00,6.76,7.11,61.0,64.0,0.6,0.7,963.8,964.0
2024-02-13 14:00:00+00:00,6.62,7.16,63.0,65.0,0.3,0.3,963.8,963.9
2024-02-13 15:00:00+00:00,6.62,7.21,65.0,66.0,-0.1,-0.1,963.8,963.8
2024-02-13 16:00:00+00:00,6.71,7.3,65.0,67.0,-0.3,-0.3,963.7,963.6
2024-02-13 17:00:00+00:00,6.98,7.3,65.0,67.0,-0.4,-0.4,963.8,963.4
2024-02-13 18:00:00+00:00,7.2,7.43,65.0,66.0,-0.6,-0.5,963.7,963.2
2024-02-13 19:00:00+00:00,7.2,7.56,65.0,66.0,-0.7,-0.6,963.4,962.8
2024-02-13 20:00:00+00:00,7.16,7.66,65.0,66.0,-0.9,-0.7,963.0,962.4
2024-02-13 21:00:00+00:00,7.16,7.79,65.0,66.0,-1.0,-0.8,962.7,962.0
2024-02-13 22:00:00+00:00,7.29,7.83,65.0,65.0,-1.0,-1.0,962.3,961.7
2024-02-13 23:00:00+00:00,7.42,7.78,64.0,64.0,-1.0,-1.2,962.0,961.4
2024-02-14 00:00:00+00:00,7.33,7.6,64.0,63.0,-0.9,-1.2,961.8,961.3
2024-02-14 01:00:00+00:00,6.94,7.24,65.0,64.0,-0.6,-1.1,962.0,961.5
2024-02-14 02:00:00+00:00,6.32,6.8,67.0,66.0,-0.3,-0.8,962.3,961.9
2024-02-14 03:00:00+00:00,5.96,6.67,67.0,66.0,0.4,-0.1,962.7,962.1
2024-02-14 04:00:00+00:00,5.95,6.98,65.0,65.0,1.5,1.5,962.8,962.0
2024-02-14 05:00:00+00:00,6.13,7.56,62.0,62.0,2.8,3.4,962.9,961.7
2024-02-14 06:00:00+00:00,6.36,8.05,60.0,62.0,4.0,5.0,962.8,961.2
2024-02-14 07:00:00+00:00,6.49,8.36,61.0,64.0,4.9,6.0,962.2,960.5
2024-02-14 08:00:00+00:00,6.71,8.64,65.0,66.0,5.6,6.7,961.6,959.6
2024-02-14 09:00:00+00:00,6.91,8.75,68.0,68.0,5.9,6.8,960.9,959.0
2024-02-14 10:00:00+00:00,7.26,8.65,67.0,68.0,5.3,6.1,960.3,958.9
2024-02-14 11:00:00+00:00,7.56,8.38,66.0,67.0,4.3,4.9,959.8,959.0
2024-02-14 12:00:00+00:00,7.83,8.1,65.0,66.0,3.3,3.9,959.4,959.1
2024-02-14 13:00:00+00:00,7.92,7.75,65.0,66.0,2.7,3.3,959.1,959.1
2024-02-14 14:00:00+00:00,7.88,7.3,66.0,67.0,2.2,2.8,959.0,959.0
2024-02-14 15:00:00+00:00,7.88,7.08,66.0,67.0,1.8,2.5,958.8,958.7
2024-02-14 16:00:00+00:00,7.88,7.08,66.0,67.0,1.6,2.2,958.5,958.3
2024-02-14 17:00:00+00:00,7.83,7.25,65.0,66.0,1.6,2.1,958.0,957.8
