time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3
2024-02-14 18:00:00+00:00,7.74,7.38,65.0,65.0,1.6,2.0,957.5,957.2
2024-02-14 19:00:00+00:00,7.65,7.42,64.0,64.0,1.6,1.9,956.8,956.7
2024-02-14 20:00:00+00:00,7.42,7.47,64.0,64.0,1.5,1.8,956.1,956.2
2024-02-14 21:00:00+00:00,7.33,7.47,64.0,64.0,1.5,1.7,955.3,955.5
2024-02-14 22:00:00+00:00,7.42,7.65,64.0,64.0,1.5,1.7,954.2,954.5
2024-02-14 23:00:00+00:00,7.56,7.79,66.0,66.0,1.7,1.6,953.0,953.4
2024-02-15 00:00:00+00:00,7.66,7.97,66.0,66.0,1.9,1.7,952.1,952.4
2024-02-15 01:00:00+00:00,7.7,8.06,65.0,67.0,2.1,2.0,951.6,952.1
2024-02-15 02:00:00+00:00,7.74,8.29,65.0,67.0,2.4,2.3,951.4,952.0
2024-02-15 03:00:00+00:00,7.61,8.29,65.0,67.0,3.0,3.0,951.3,951.9
2024-02-15 04:00:00+00:00,7.21,8.19,66.0,66.0,4.2,4.1,951.1,951.7
2024-02-15 05:00:00+00:00,6.65,8.1,69.0,66.0,5.6,5.4,951.2,951.3
2024-02-15 06:00:00+00:00,6.23,7.88,71.0,66.0,7.0,6.7,950.9,951.0
2024-02-15 07:00:00+00:00,6.1,7.48,72.0,67.0,8.3,8.1,950.1,950.4
2024-02-15 08:00:00+00:00,6.1,7.06,72.0,69.0,9.5,9.3,949.0,949.8
2024-02-15 09:00:00+00:00,6.04,6.61,71.0,70.0,10.0,9.8,948.0,949.1
2024-02-15 10:00:00+00:00,5.7,5.96,68.0,67.0,9.1,9.0,946.8,948.3
2024-02-15 11:00:00+00:00,5.37,5.41,66.0,62.0,7.6,7.4,945.8,947.5
2024-02-15 12:00:00+00:00,5.01,5.06,64.0,60.0,6.1,6.1,945.0,946.8
2024-02-15 13:00:00+00:00,4.88,5.37,67.0,63.0,5.2,5.4,944.6,946.4
2024-02-15 14:00:00+00:00,4.9,5.92,73.0,68.0,4.4,5.0,944.5,946.1
2024-02-15 15:00:00+00:00,4.54,6.29,76.0,72.0,3.8,4.7,944.4,945.8
2024-02-15 16:00:00+00:00,3.38,6.09,71.0,76.0,3.5,4.4,944.4,945.5
2024-02-15 17:00:00+00:00,1.94,5.51,55.0,78.0,3.4,4.1,944.2,945.1
2024-02-15 18:00:00+00:00,0.91,5.06,6.0,81.0,3.3,3.8,944.3,944.8
2024-02-15 19:00:00+00:00,1.0,5.1,276.0,79.0,2.9,3.5,944.5,944.2
2024-02-15 20:00:00+00:00,2.19,5.1,246.0,74.0,2.6,3.1,944.9,943.5
2024-02-15 21:00:00+00:00,3.31,4.14,241.0,70.0,2.4,2.9,945.1,943.3
2024-02-15 22:00:00+00:00,4.16,1.03,246.0,61.0,2.6,3.1,945.0,943.7
2024-02-15 23:00:00+00:00,4.81,3.1,253.0,255.0,3.1,3.4,944.8,944.5
2024-02-16 00:00:00+00:00,5.53,6.31,257.0,255.0,3.2,3.6,944.8,945.3
2024-02-16 01:00:00+00:00,6.4,7.41,260.0,260.0,2.6,3.5,945.4,945.8
2024-02-16 02:00:00+00:00,7.37,7.72,262.0,266.0,1.7,3.3,946.2,946.2
2024-02-16 03:00:00+00:00,8.27,7.9,262.0,269.0,0.7,2.9,947.2,946.7
2024-02-16 04:00:00+00:00,9.24,8.27,260.0,262.0,-0.6,2.1,948.5,947.5
2024-02-16 05:00:00+00:00,10.19,8.89,256.0,253.0,-2.0,1.1,950.0,948.3
2024-02-16 06:00:00+00:00,10.89,9.6,255.0,248.0,-3.4,-0.1,951.3,949.2
2024-02-16 07:00:00+00:00,11.28,10.31,255.0,250.0,-4.7,-1.4,952.3,950.1
2024-02-16 08:00:00+00:00,11.4,11.02,257.0,254.0,-5.9,-3.0,953.1,951.0
2024-02-16 09:00:00+00:00,11.45,11.57,258.0,258.0,-7.1,-4.5,954.1,952.1
2024-02-16 10:00:00+00:00,11.57,11.65,258.0,258.0,-8.3,-6.0,955.4,953.5
2024-02-16 11:00:00+00:00,11.72,11.43,257.0,258.0,-9.6,-7.6,956.7,954.9
2024-02-16 12:00:00+00:00,11.84,11.34,256.0,258.0,-10.7,-8.9,958.1,956.4
2024-02-16 13:00:00+00:00,12.08,11.61,258.0,259.0,-11.4,-9.7,959.6,957.5
2024-02-16 14:00:00+00:00,12.4,12.08,260.0,260.0,-11.9,-10.3,961.1,958.7
2024-02-16 15:00:00+00:00,12.66,12.36,261.0,261.0,-12.4,-10.8,962.3,959.8
2024-02-16 16:00:00+00:00,12.66,12.36,261.0,261.0,-12.9,-11.5,963.2,960.9
2024-02-16 17:00:00+00:00,12.58,12.28,260.0,260.0,-13.5,-12.2,963.8,961.9
2024-02-16 18:00:00+00:00,12.32,12.22,259.0,259.0,-14.1,-13.0,964.6,963.0
2024-02-16 19:00:00+00:00,11.96,12.28,258.0,258.0,-14.8,-14.0,965.7,964.0
2024-02-16 20:00:00+00:00,11.45,12.37,256.0,256.0,-15.6,-15.0,966.9,964.9
2024-02-16 21:00:00+00:00,10.95,12.18,254.0,254.0,-16.3,-16.0,968.0,966.0
2024-02-16 22:00:00+00:00,10.53,11.54,250.0,251.0,-16.9,-16.9,969.0,967.7
2024-02-16 23:00:00+00:00,10.2,10.75,246.0,247.0,-17.5,-17.8,970.1,969.6
2024-02-17 00:00:00+00:00,9.79,9.93,243.0,244.0,-18.0,-18.5,970.9,971.3
2024-02-17 01:00:00+00:00,8.9,8.95,243.0,242.0,-18.6,-19.1,971.8,972.4
2024-02-17 02:00:00+00:00,7.87,7.88,244.0,241.0,-19.2,-19.6,972.5,973.1
2024-02-17 03:00:00+00:00,7.03,7.16,246.0,242.0,-19.3,-19.7,972.8,973.6
2024-02-17 04:00:00+00:00,6.66,7.07,244.0,243.0,-18.7,-19.2,972.7,973.9
2024-02-17 05:00:00+00:00,6.44,7.38,242.0,245.0,-17.7,-18.3,972.1,973.9
2024-02-17 06:00:00+00:00,5.95,7.21,241.0,246.0,-16.7,-17.4,971.7,973.8
2024-02-17 07:00:00+00:00,4.65,6.22,242.0,246.0,-15.7,-16.5,971.3,973.7
2024-02-17 08:00:00+00:00,3.09,4.88,245.0,244.0,-14.8,-15.7,970.9,973.4
2024-02-17 09:00:00+00:00,1.75,3.62,257.0,246.0,-14.2,-15.2,970.4,973.2
2024-02-17 10:00:00+00:00,1.08,2.79,292.0,255.0,-14.2,-15.3,969.9,972.8
2024-02-17 11:00:00+00:00,1.17,2.41,340.0,275.0,-14.6,-15.8,969.5,972.4
2024-02-17 12:00:00+00:00,1.61,2.01,7.0,297.0,-15.1,-16.5,968.9,971.8
2024-02-17 13:00:00+00:00,2.06,1.53,29.0,328.0,-15.7,-17.6,968.1,971.1
2024-02-17 14:00:00+00:00,2.55,1.53,45.0,11.0,-16.4,-18.9,967.3,970.4
2024-02-17 15:00:00+00:00,3.08,2.27,54.0,41.0,-16.6,-19.4,966.7,969.8
2024-02-17 16:00:00+00:00,3.77,3.3,58.0,55.0,-15.9,-18.3,966.4,969.5
2024-02-17 17:00:00+00:00,4.48,4.43,61.0,62.0,-14.8,-16.5,966.3,969.2
2024-02-17 18:00:00+00:00,4.92,5.28,61.0,65.0,-14.0,-15.2,966.0,968.8
2024-02-17 19:00:00+00:00,5.06,5.95,60.0,65.0,-13.9,-14.9,965.7,968.3
2024-02-17 20:00:00+00:00,4.89,6.31,59.0,65.0,-14.1,-15.0,965.1,967.6
2024-02-17 21:00:00+00:00,4.66,5.95,59.0,65.0,-14.3,-15.4,964.7,966.8
2024-02-17 22:00:00+00:00,4.34,4.18,61.0,69.0,-14.7,-15.8,964.1,966.0
2024-02-17 23:00:00+00:00,4.11,1.8,64.0,90.0,-15.1,-16.4,963.6,965.0
2024-02-18 00:00:00+00:00,4.03,1.0,67.0,174.0,-15.2,-17.2,963.2,964.4
2024-02-18 01:00:00+00:00,4.48,1.36,66.0,216.0,-14.9,-18.5,963.1,964.3
2024-02-18 02:00:00+00:00,5.32,1.57,64.0,243.0,-14.3,-20.0,963.2,964.5
2024-02-18 03:00:00+00:00,5.99,1.63,64.0,259.0,-13.5,-20.4,963.1,964.7
2024-02-18 04:00:00+00:00,6.67,1.4,66.0,266.0,-12.2,-18.5,962.6,964.9
2024-02-18 05:00:00+00:00,7.28,0.81,69.0,277.0,-10.6,-15.5,961.9,965.2
2024-02-18 06:00:00+00:00,7.49,0.5,71.0,307.0,-9.2,-12.9,961.0,965.2
2024-02-18 07:00:00+00:00,7.18,0.64,74.0,309.0,-8.0,-11.3,959.9,964.8
2024-02-18 08:00:00+00:00,6.57,0.86,77.0,306.0,-7.0,-10.1,958.6,964.1
2024-02-18 09:00:00+00:00,5.73,0.85,78.0,315.0,-6.6,-9.4,957.4,963.0
2024-02-18 10:00:00+00:00,4.96,1.12,71.0,27.0,-7.1,-9.2,956.3,961.1
2024-02-18 11:00:00+00:00,4.13,2.42,58.0,52.0,-8.1,-9.4,955.2,958.8
2024-02-18 12:00:00+00:00,3.18,3.28,44.0,59.0,-9.2,-9.8,954.4,957.3
2024-02-18 13:00:00+00:00,1.3,2.95,23.0,62.0,-10.2,-9.9,954.2,956.8
2024-02-18 14:00:00+00:00,1.46,1.97,254.0,66.0,-11.2,-10.1,954.2,957.2
2024-02-18 15:00:00+00:00,3.18,0.85,242.0,69.0,-11.9,-10.8,954.3,957.4
2024-02-18 16:00:00+00:00,3.76,0.63,245.0,252.0,-12.2,-12.4,954.2,957.6
2024-02-18 17:00:00+00:00,3.61,2.38,251.0,255.0,-12.2,-14.5,954.1,957.9
2024-02-18 18:00:00+00:00,3.59,3.61,257.0,256.0,-12.4,-16.0,954.1,958.0
2024-02-18 19:00:00+00:00,3.63,3.98,262.0,258.0,-13.0,-16.6,954.0,958.2
2024-02-18 20:00:00+00:00,3.71,3.95,265.0,261.0,-13.8,-16.8,953.9,958.5
2024-02-18 21:00:00+00:00,4.01,3.92,266.0,264.0,-14.4,-16.8,953.9,958.4
2024-02-18 22:00:00+00:00,4.75,4.22,262.0,265.0,-14.5,-16.7,954.2,957.6
2024-02-18 23:00:00+00:00,5.85,4.62,257.0,265.0,-14.3,-16.5,954.7,956.3
2024-02-19 00:00:00+00:00,6.53,4.93,255.0,264.0,-14.2,-16.3,955.2,955.7
2024-02-19 01:00:00+00:00,6.65,5.25,254.0,262.0,-14.4,-16.4,955.9,956.1
2024-02-19 02:00:00+00:00,6.53,5.46,255.0,262.0,-14.6,-16.5,956.7,957.0
2024-02-19 03:00:00+00:00,6.31,5.59,255.0,260.0,-14.5,-16.4,957.4,957.7
2024-02-19 04:00:00+00:00,6.16,5.71,257.0,259.0,-13.6,-15.8,957.8,958.2
2024-02-19 05:00:00+00:00,6.12,5.71,259.0,259.0,-12.4,-14.9,958.1,958.5
2024-02-19 06:00:00+00:00,6.08,5.61,261.0,259.0,-11.3,-14.1,958.2,958.6
2024-02-19 07:00:00+00:00,6.26,5.53,262.0,257.0,-10.4,-13.3,958.0,958.5
2024-02-19 08:00:00+00:00,6.56,5.34,262.0,257.0,-9.7,-12.5,957.6,958.0
2024-02-19 09:00:00+00:00,6.56,5.17,262.0,255.0,-9.3,-12.1,957.4,957.8
2024-02-19 10:00:00+00:00,6.18,4.88,261.0,255.0,-9.5,-12.2,957.3,957.7
2024-02-19 11:00:00+00:00,5.63,4.62,258.0,252.0,-10.1,-12.6,957.5,957.9
2024-02-19 12:00:00+00:00,5.26,4.43,256.0,252.0,-10.6,-13.0,957.6,958.1
2024-02-19 13:00:00+00:00,5.07,4.46,255.0,250.0,-10.7,-13.3,957.7,958.5
2024-02-19 14:00:00+00:00,5.04,4.59,256.0,250.0,-10.8,-13.5,958.0,958.9
2024-02-19 15:00:00+00:00,5.02,4.68,257.0,250.0,-11.0,-13.7,958.3,959.3
2024-02-19 16:00:00+00:00,5.1,4.55,259.0,251.0,-11.3,-14.1,958.7,959.5
2024-02-19 17:00:00+00:00,5.28,4.49,260.0,253.0,-11.8,-14.5,959.2,959.5
2024-02-19 18:00:00+00:00,5.36,4.34,261.0,255.0,-12.2,-15.0,959.6,959.8
2024-02-19 19:00:00+00:00,5.25,4.39,262.0,258.0,-12.5,-15.7,959.9,960.2
2024-02-19 20:00:00+00:00,4.93,4.37,264.0,259.0,-12.8,-16.4,960.1,960.7
2024-02-19 21:00:00+00:00,4.72,4.44,265.0,262.0,-13.3,-16.8,960.4,961.2
2024-02-19 22:00:00+00:00,4.61,4.43,266.0,264.0,-14.4,-16.4,961.0,961.3
2024-02-19 23:00:00+00:00,4.4,4.31,269.0,266.0,-15.8,-15.7,961.6,961.3
2024-02-20 00:00:00+00:00,4.2,4.2,270.0,267.0,-16.7,-15.1,962.3,961.5
2024-02-20 01:00:00+00:00,3.8,4.2,272.0,270.0,-17.1,-15.1,962.8,962.2
2024-02-20 02:00:00+00:00,3.4,4.1,272.0,273.0,-17.0,-15.3,963.4,963.0
2024-02-20 03:00:00+00:00,3.0,4.01,272.0,274.0,-16.6,-15.1,963.8,963.6
2024-02-20 04:00:00+00:00,2.6,3.71,270.0,275.0,-15.5,-14.1,963.9,963.8
2024-02-20 05:00:00+00:00,2.3,3.31,268.0,275.0,-14.0,-12.8,964.0,963.8
2024-02-20 06:00:00+00:00,2.11,3.11,265.0,276.0,-12.5,-11.6,963.8,963.7
2024-02-20 07:00:00+00:00,2.2,3.41,267.0,275.0,-11.2,-10.6,963.4,963.6
2024-02-20 08:00:00+00:00,2.5,4.0,270.0,273.0,-9.9,-9.6,963.0,963.2
2024-02-20 09:00:00+00:00,2.9,4.4,272.0,271.0,-9.2,-9.2,962.6,963.1
2024-02-20 10:00:00+00:00,3.41,4.5,273.0,270.0,-9.2,-9.6,962.5,963.2
2024-02-20 11:00:00+00:00,4.1,4.5,273.0,267.0,-9.7,-10.6,962.5,963.3
2024-02-20 12:00:00+00:00,4.4,4.41,273.0,266.0,-10.2,-11.4,962.6,963.5
2024-02-20 13:00:00+00:00,4.2,4.21,270.0,266.0,-10.6,-11.6,963.1,963.9
2024-02-20 14:00:00+00:00,3.81,3.91,267.0,266.0,-11.1,-11.7,963.7,964.5
2024-02-20 15:00:00+00:00,3.32,3.51,263.0,267.0,-11.5,-11.7,964.2,964.9
2024-02-20 16:00:00+00:00,2.92,3.1,264.0,268.0,-11.7,-11.8,964.4,965.1
2024-02-20 17:00:00+00:00,2.5,2.7,268.0,272.0,-11.9,-11.8,964.5,965.2
2024-02-20 18:00:00+00:00,2.1,2.31,270.0,275.0,-12.0,-11.8,964.6,965.3
2024-02-20 19:00:00+00:00,1.8,1.8,270.0,273.0,-12.2,-11.8,964.6,965.4
2024-02-20 20:00:00+00:00,1.6,1.1,270.0,265.0,-12.2,-11.9,964.7,965.4
2024-02-20 21:00:00+00:00,1.2,0.63,270.0,252.0,-12.3,-12.1,964.6,965.2
2024-02-20 22:00:00+00:00,0.7,0.32,270.0,252.0,-12.5,-12.7,964.3,964.9
2024-02-20 23:00:00+00:00,0.22,0.1,297.0,360.0,-12.6,-13.5,963.8,964.3
2024-02-21 00:00:00+00:00,0.67,0.72,63.0,56.0,-12.4,-13.7,963.4,963.9
2024-02-21 01:00:00+00:00,1.84,2.06,68.0,61.0,-11.7,-12.9,963.4,964.0
2024-02-21 02:00:00+00:00,3.14,3.67,68.0,61.0,-10.7,-11.5,963.4,964.2
2024-02-21 03:00:00+00:00,4.44,5.19,67.0,62.0,-9.4,-9.9,963.5,964.2
2024-02-21 04:00:00+00:00,5.66,6.36,69.0,66.0,-7.8,-8.4,963.5,964.0
2024-02-21 05:00:00+00:00,6.8,7.37,70.0,69.0,-6.0,-6.7,963.5,963.7
2024-02-21 06:00:00+00:00,7.59,7.94,72.0,71.0,-4.4,-5.3,963.3,963.2
2024-02-21 07:00:00+00:00,7.87,7.91,72.0,72.0,-3.3,-4.0,962.6,962.6
2024-02-21 08:00:00+00:00,7.68,7.46,72.0,72.0,-2.4,-3.0,961.9,961.9
2024-02-21 09:00:00+00:00,7.37,6.86,72.0,71.0,-1.9,-2.3,961.3,961.3
2024-02-21 10:00:00+00:00,6.8,6.07,70.0,70.0,-2.1,-2.3,961.0,960.9
2024-02-21 11:00:00+00:00,5.96,5.02,67.0,67.0,-2.7,-2.7,961.0,960.7
2024-02-21 12:00:00+00:00,5.28,4.16,65.0,63.0,-3.4,-3.3,961.0,960.6
2024-02-21 13:00:00+00:00,4.79,3.45,64.0,60.0,-4.1,-4.3,961.0,960.6
2024-02-21 14:00:00+00:00,4.34,2.87,64.0,61.0,-4.8,-5.5,961.2,960.7
2024-02-21 15:00:00+00:00,3.98,2.2,65.0,60.0,-5.5,-6.5,961.2,960.7
2024-02-21 16:00:00+00:00,3.86,1.25,69.0,61.0,-6.0,-7.0,961.1,960.7
2024-02-21 17:00:00+00:00,3.86,0.32,73.0,72.0,-6.5,-7.1,961.0,960.6
2024-02-21 18:00:00+00:00,3.81,0.58,76.0,239.0,-6.8,-7.5,960.8,960.6
2024-02-21 19:00:00+00:00,3.74,1.26,74.0,252.0,-6.9,-8.5,960.7,960.6
2024-02-21 20:00:00+00:00,3.51,1.82,70.0,261.0,-6.9,-9.6,960.6,960.6
2024-02-21 21:00:00+00:00,3.1,2.22,69.0,262.0,-6.9,-10.4,960.6,960.5
2024-02-21 22:00:00+00:00,2.16,2.42,77.0,263.0,-7.1,-10.5,960.7,960.7
2024-02-21 23:00:00+00:00,1.24,2.33,104.0,260.0,-7.2,-10.3,960.9,960.9
2024-02-22 00:00:00+00:00,0.94,2.14,148.0,259.0,-7.3,-10.0,961.2,961.2
2024-02-22 01:00:00+00:00,0.67,1.63,153.0,259.0,-7.3,-10.0,961.8,961.7
2024-02-22 02:00:00+00:00,0.3,1.0,90.0,264.0,-7.3,-9.9,962.4,962.1
2024-02-22 03:00:00+00:00,1.0,0.1,53.0,360.0,-6.6,-9.0,962.8,962.6
2024-02-22 04:00:00+00:00,2.33,1.55,65.0,75.0,-4.9,-6.5,962.9,962.8
2024-02-22 05:00:00+00:00,4.02,3.3,71.0,76.0,-2.5,-3.3,962.8,963.0
2024-02-22 06:00:00+00:00,5.32,4.75,74.0,75.0,-0.6,-0.6,962.5,962.9
2024-02-22 07:00:00+00:00,5.92,5.58,74.0,75.0,0.6,0.8,962.1,962.4
2024-02-22 08:00:00+00:00,6.14,6.11,74.0,75.0,1.4,1.5,961.4,961.7
2024-02-22 09:00:00+00:00,6.26,6.36,73.0,74.0,1.6,1.7,960.8,961.1
2024-02-22 10:00:00+00:00,6.23,6.32,71.0,72.0,1.2,1.3,960.4,960.7
2024-02-22 11:00:00+00:00,6.05,6.05,68.0,68.0,0.3,0.4,959.9,960.2
2024-02-22 12:00:00+00:00,5.95,5.95,65.0,65.0,-0.6,-0.5,959.6,959.9
2024-02-22 13:00:00+00:00,5.95,6.08,65.0,65.0,-1.3,-1.1,959.6,959.9
2024-02-22 14:00:00+00:00,5.95,6.17,65.0,65.0,-1.9,-1.8,959.6,959.8
2024-02-22 15:00:00+00:00,6.04,6.45,66.0,66.0,-2.5,-2.3,959.6,959.8
2024-02-22 16:00:00+00:00,6.26,6.85,65.0,67.0,-2.8,-2.6,959.5,959.6
2024-02-22 17:00:00+00:00,6.53,7.26,65.0,67.0,-3.0,-2.7,959.2,959.3
2024-02-22 18:00:00+00:00,6.62,7.58,65.0,67.0,-3.2,-2.9,959.1,959.1
2024-02-22 19:00:00+00:00,6.22,7.62,66.0,67.0,-3.7,-3.3,958.9,958.8
2024-02-22 20:00:00+00:00,5.61,7.43,68.0,66.0,-4.3,-3.7,958.6,958.5
2024-02-22 21:00:00+00:00,5.13,7.12,69.0,66.0,-4.7,-4.0,958.4,958.3
2024-02-22 22:00:00+00:00,4.9,6.58,70.0,66.0,-5.0,-4.3,958.3,957.9
2024-02-22 23:00:00+00:00,4.72,5.82,69.0,66.0,-5.1,-4.5,958.1,957.7
2024-02-23 00:00:00+00:00,4.59,5.24,70.0,66.0,-5.0,-4.5,958.0,957.5
2024-02-23 01:00:00+00:00,4.4,5.29,73.0,68.0,-4.8,-4.2,958.1,957.5
2024-02-23 02:00:00+00:00,4.22,5.44,76.0,70.0,-4.4,-3.6,958.2,957.6
2024-02-23 03:00:00+00:00,4.2,4.46,78.0,70.0,-3.5,-3.0,958.4,957.9
2024-02-23 04:00:00+00:00,5.0,1.17,74.0,59.0,-1.6,-2.3,958.2,958.8
2024-02-23 05:00:00+00:00,5.98,3.37,69.0,258.0,0.8,-1.4,958.0,959.9
2024-02-23 06:00:00+00:00,5.69,6.69,66.0,256.0,2.5,-0.7,957.8,960.6
2024-02-23 07:00:00+00:00,2.83,7.57,58.0,255.0,3.2,-0.2,957.7,960.6
2024-02-23 08:00:00+00:00,1.61,7.31,277.0,253.0,3.2,0.3,957.6,960.0
2024-02-23 09:00:00+00:00,4.77,6.96,260.0,252.0,2.7,0.3,957.8,959.8
2024-02-23 10:00:00+00:00,5.9,7.02,259.0,250.0,1.8,-0.2,958.2,959.9
2024-02-23 11:00:00+00:00,6.1,7.09,260.0,248.0,0.4,-1.1,958.7,960.3
2024-02-23 12:00:00+00:00,6.22,7.22,259.0,248.0,-0.9,-1.9,959.1,960.7
2024-02-23 13:00:00+00:00,6.57,7.37,257.0,249.0,-1.9,-2.5,959.6,961.2
2024-02-23 14:00:00+00:00,6.8,7.62,253.0,251.0,-2.8,-3.1,960.1,961.7
2024-02-23 15:00:00+00:00,6.93,7.78,250.0,252.0,-3.4,-3.5,960.4,962.2
2024-02-23 16:00:00+00:00,6.71,7.81,245.0,251.0,-3.7,-3.8,960.4,962.3
2024-02-23 17:00:00+00:00,6.4,7.66,241.0,250.0,-3.7,-4.0,960.1,962.4
2024-02-23 18:00:00+00:00,6.3,7.32,237.0,248.0,-3.8,-4.2,959.9,962.4
2024-02-23 19:00:00+00:00,6.71,6.62,237.0,245.0,-3.9,-4.5,960.0,962.6
2024-02-23 20:00:00+00:00,7.32,5.78,238.0,240.0,-4.0,-4.8,960.2,962.8
2024-02-23 21:00:00+00:00,7.85,5.08,239.0,234.0,-4.1,-5.1,960.6,962.9
2024-02-23 22:00:00+00:00,8.03,4.75,239.0,229.0,-4.2,-5.1,961.0,962.9
2024-02-23 23:00:00+00:00,8.06,4.53,240.0,227.0,-4.4,-5.1,961.6,962.7
2024-02-24 00:00:00+00:00,7.84,4.24,240.0,227.0,-4.5,-5.0,962.1,962.8
2024-02-24 01:00:00+00:00,7.1,3.75,238.0,228.0,-4.6,-4.9,962.6,963.0
2024-02-24 02:00:00+00:00,6.22,3.08,233.0,234.0,-4.7,-4.9,962.9,963.4
2024-02-24 03:00:00+00:00,5.62,2.73,231.0,242.0,-4.6,-4.4,963.2,963.7
2024-02-24 04:00:00+00:00,5.66,2.56,234.0,249.0,-4.0,-3.4,963.6,963.8
2024-02-24 05:00:00+00:00,6.0,2.57,240.0,257.0,-3.1,-1.9,964.0,963.7
2024-02-24 06:00:00+00:00,6.31,2.83,245.0,262.0,-2.4,-0.8,964.1,963.6
2024-02-24 07:00:00+00:00,6.2,3.41,249.0,265.0,-1.8,-0.2,964.0,963.3
2024-02-24 08:00:00+00:00,6.02,4.3,255.0,267.0,-1.3,0.2,963.7,963.0
2024-02-24 09:00:00+00:00,5.81,4.81,259.0,266.0,-1.1,0.1,963.4,962.8
2024-02-24 10:00:00+00:00,5.38,4.83,260.0,264.0,-1.4,-0.5,963.4,962.9
2024-02-24 11:00:00+00:00,4.85,4.59,262.0,259.0,-2.1,-1.4,963.7,963.4
2024-02-24 12:00:00+00:00,4.47,4.27,260.0,254.0,-2.8,-2.4,963.9,963.7
2024-02-24 13:00:00+00:00,4.34,3.99,255.0,248.0,-3.5,-3.1,964.2,964.0
2024-02-24 14:00:00+00:00,4.31,3.71,248.0,243.0,-4.3,-3.8,964.4,964.3
2024-02-24 15:00:00+00:00,4.25,3.5,243.0,239.0,-4.9,-4.4,964.6,964.5
2024-02-24 16:00:00+00:00,3.8,3.28,243.0,239.0,-5.4,-5.0,964.5,964.6
2024-02-24 17:00:00+00:00,3.31,2.95,245.0,242.0,-5.7,-5.6,964.3,964.6
2024-02-24 18:00:00+00:00,2.75,2.64,251.0,245.0,-6.0,-6.2,964.2,964.7
2024-02-24 19:00:00+00:00,2.32,2.31,263.0,252.0,-6.4,-6.9,964.2,964.6
2024-02-24 20:00:00+00:00,2.12,2.01,278.0,264.0,-6.7,-7.6,964.3,964.4
2024-02-24 21:00:00+00:00,2.12,1.9,289.0,273.0,-6.9,-8.1,964.3,964.4
2024-02-24 22:00:00+00:00,2.18,1.81,286.0,276.0,-6.9,-8.6,964.3,964.3
2024-02-24 23:00:00+00:00,2.42,1.81,277.0,276.0,-6.8,-9.0,964.2,964.4
2024-02-25 00:00:00+00:00,2.6,1.7,270.0,273.0,-6.7,-9.1,964.4,964.6
2024-02-25 01:00:00+00:00,2.7,1.5,270.0,266.0,-6.7,-9.1,964.8,965.1
2024-02-25 02:00:00+00:00,2.8,1.26,270.0,252.0,-6.8,-8.8,965.4,965.6
2024-02-25 03:00:00+00:00,2.9,1.21,270.0,246.0,-6.4,-8.1,965.8,966.1
2024-02-25 04:00:00+00:00,2.9,1.36,268.0,253.0,-5.2,-6.4,965.9,966.3
2024-02-25 05:00:00+00:00,2.8,1.61,268.0,263.0,-3.7,-4.2,965.9,966.3
2024-02-25 06:00:00+00:00,2.8,1.9,268.0,270.0,-2.3,-2.4,965.7,966.2
2024-02-25 07:00:00+00:00,2.8,2.02,272.0,279.0,-1.4,-1.2,965.1,965.7
2024-02-25 08:00:00+00:00,2.93,1.96,278.0,285.0,-0.6,-0.3,964.5,965.1
2024-02-25 09:00:00+00:00,2.96,2.12,282.0,289.0,-0.4,-0.1,964.1,964.7
2024-02-25 10:00:00+00:00,3.08,2.4,283.0,287.0,-0.9,-0.8,964.0,964.6
2024-02-25 11:00:00+00:00,3.06,2.86,281.0,282.0,-1.9,-2.1,964.1,964.8
2024-02-25 12:00:00+00:00,3.03,3.01,278.0,276.0,-2.9,-3.4,964.3,964.9
2024-02-25 13:00:00+00:00,2.8,2.91,268.0,266.0,-3.8,-4.4,964.5,965.1
2024-02-25 14:00:00+00:00,2.72,2.75,253.0,251.0,-4.8,-5.3,964.8,965.3
2024-02-25 15:00:00+00:00,2.68,2.59,243.0,242.0,-5.6,-6.1,964.9,965.4
2024-02-25 16:00:00+00:00,2.38,2.25,248.0,249.0,-6.2,-6.7,965.1,965.4
2024-02-25 17:00:00+00:00,2.12,1.9,262.0,267.0,-6.6,-7.3,965.1,965.3
2024-02-25 18:00:00+00:00,2.0,1.82,273.0,279.0,-7.1,-7.8,965.1,965.2
2024-02-25 19:00:00+00:00,1.9,1.8,273.0,273.0,-7.6,-8.3,965.0,965.1
2024-02-25 20:00:00+00:00,1.8,1.94,267.0,258.0,-8.2,-8.8,964.8,964.9
2024-02-25 21:00:00+00:00,1.82,2.02,261.0,250.0,-8.7,-9.3,964.7,964.8
2024-02-25 22:00:00+00:00,1.92,1.99,261.0,252.0,-9.1,-9.6,964.6,964.8
2024-02-25 23:00:00+00:00,2.01,1.94,264.0,258.0,-9.4,-9.9,964.5,964.9
2024-02-26 00:00:00+00:00,2.1,1.91,267.0,264.0,-9.5,-10.0,964.6,965.0
2024-02-26 01:00:00+00:00,2.11,1.82,265.0,261.0,-9.7,-10.1,964.9,965.3
2024-02-26 02:00:00+00:00,2.02,1.65,261.0,256.0,-9.7,-10.0,965.3,965.6
2024-02-26 03:00:00+00:00,1.73,1.49,260.0,250.0,-9.0,-9.3,965.5,965.7
