time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-07-01 00:00:00+00:00,0.71,6.15,45.0,83.0,0.22,10.76,297.0,84.0,21.8,21.3,942.1,943.4,72.0,74.0
2024-07-01 01:00:00+00:00,1.42,6.31,51.0,86.0,1.06,10.32,49.0,87.0,23.7,22.3,942.2,943.9,63.0,70.0
2024-07-01 02:00:00+00:00,2.0,5.61,53.0,94.0,2.22,8.11,54.0,93.0,26.2,23.9,942.5,944.4,52.0,63.0
2024-07-01 03:00:00+00:00,2.47,5.35,58.0,98.0,2.97,6.65,57.0,97.0,28.3,25.5,942.6,944.7,43.0,56.0
2024-07-01 04:00:00+00:00,2.6,6.0,67.0,89.0,3.18,7.2,66.0,89.0,29.5,26.9,942.5,944.3,39.0,52.0
2024-07-01 05:00:00+00:00,2.63,7.02,81.0,79.0,3.16,8.73,79.0,80.0,30.2,28.3,942.3,943.6,37.0,49.0
2024-07-01 06:00:00+00:00,2.71,7.5,94.0,74.0,3.1,9.31,92.0,75.0,30.9,29.5,942.0,943.0,35.0,45.0
2024-07-01 07:00:00+00:00,2.94,6.58,108.0,73.0,3.32,7.98,106.0,75.0,31.7,30.3,941.5,942.5,32.0,40.0
2024-07-01 08:00:00+00:00,3.28,4.73,121.0,77.0,3.67,5.65,119.0,77.0,32.4,30.8,940.7,941.9,30.0,34.0
2024-07-01 09:00:00+00:00,3.19,2.73,139.0,82.0,3.47,3.03,139.0,82.0,32.5,31.3,940.3,941.5,29.0,30.0
2024-07-01 10:00:00+00:00,3.0,0.36,178.0,124.0,3.41,0.32,183.0,162.0,31.5,31.8,940.0,941.0,32.0,28.0
2024-07-01 11:00:00+00:00,4.22,2.62,216.0,252.0,5.39,3.26,220.0,252.0,29.9,32.1,940.0,940.6,37.0,28.0
2024-07-01 12:00:00+00:00,6.06,4.62,232.0,252.0,7.96,5.76,235.0,253.0,28.4,32.0,940.0,940.3,41.0,28.0
2024-07-01 13:00:00+00:00,7.44,5.39,239.0,248.0,9.98,7.34,242.0,250.0,27.4,31.2,940.2,940.0,43.0,29.0
2024-07-01 14:00:00+00:00,8.45,5.32,244.0,242.0,11.52,8.15,247.0,247.0,26.7,29.9,940.6,939.8,45.0,31.0
2024-07-01 15:00:00+00:00,8.92,5.13,247.0,237.0,12.47,8.36,250.0,244.0,25.8,28.3,940.9,939.9,48.0,35.0
2024-07-01 16:00:00+00:00,8.52,4.56,248.0,232.0,12.18,7.13,251.0,239.0,24.6,26.4,941.1,940.4,52.0,43.0
2024-07-01 17:00:00+00:00,7.67,3.68,248.0,225.0,11.01,5.19,251.0,230.0,23.4,24.2,941.2,941.3,58.0,53.0
2024-07-01 18:00:00+00:00,6.78,3.32,248.0,224.0,10.12,4.24,252.0,227.0,22.3,22.3,941.4,942.0,62.0,62.0
2024-07-01 19:00:00+00:00,6.26,4.0,250.0,238.0,9.68,5.32,254.0,242.0,21.5,21.1,941.5,942.4,65.0,69.0
2024-07-01 20:00:00+00:00,5.85,5.38,253.0,252.0,9.56,7.76,257.0,255.0,20.8,20.2,941.7,942.6,68.0,76.0
2024-07-01 21:00:00+00:00,5.6,6.26,254.0,257.0,9.39,9.45,258.0,260.0,20.4,19.6,941.9,942.8,70.0,80.0
2024-07-01 22:00:00+00:00,5.63,5.87,253.0,256.0,9.22,9.16,257.0,259.0,20.2,19.3,942.0,943.1,72.0,82.0
2024-07-01 23:00:00+00:00,5.88,4.96,252.0,251.0,9.0,8.0,255.0,257.0,20.2,19.3,942.2,943.4,73.0,82.0
2024-07-02 00:00:00+00:00,6.2,4.22,252.0,248.0,8.96,6.94,254.0,255.0,20.6,19.5,942.4,943.6,71.0,80.0
2024-07-02 01:00:00+00:00,6.43,3.96,255.0,249.0,8.97,6.21,256.0,255.0,21.6,20.0,942.7,943.9,64.0,76.0
2024-07-02 02:00:00+00:00,6.75,3.98,258.0,252.0,8.98,5.46,258.0,256.0,23.0,20.8,943.0,944.1,54.0,70.0
2024-07-02 03:00:00+00:00,7.0,4.16,260.0,260.0,9.03,5.15,260.0,262.0,24.1,21.6,943.4,944.3,46.0,64.0
2024-07-02 04:00:00+00:00,7.02,4.5,259.0,273.0,8.93,5.51,260.0,274.0,24.6,22.5,943.8,944.6,42.0,57.0
2024-07-02 05:00:00+00:00,6.94,5.29,258.0,285.0,8.77,6.53,259.0,285.0,24.9,23.5,944.2,944.8,39.0,50.0
2024-07-02 06:00:00+00:00,6.96,6.04,258.0,289.0,8.67,7.43,259.0,290.0,25.3,24.4,944.3,944.9,37.0,43.0
2024-07-02 07:00:00+00:00,6.94,6.46,258.0,286.0,8.53,7.91,260.0,286.0,26.0,25.2,944.2,944.7,34.0,37.0
2024-07-02 08:00:00+00:00,6.89,6.77,261.0,278.0,8.37,8.32,262.0,280.0,26.8,26.0,943.8,944.4,31.0,32.0
2024-07-02 09:00:00+00:00,7.16,7.01,263.0,273.0,8.74,8.72,265.0,274.0,27.2,26.5,943.6,944.1,29.0,28.0
2024-07-02 10:00:00+00:00,8.12,7.2,266.0,271.0,10.21,9.0,268.0,272.0,27.0,27.0,943.6,944.1,29.0,26.0
2024-07-02 11:00:00+00:00,9.4,7.3,268.0,268.0,12.1,9.0,270.0,270.0,26.5,27.4,943.5,944.2,30.0,27.0
2024-07-02 12:00:00+00:00,9.8,7.13,269.0,265.0,12.9,9.01,271.0,267.0,25.8,27.2,943.8,944.4,33.0,29.0
2024-07-02 13:00:00+00:00,8.5,6.73,270.0,259.0,11.5,8.98,270.0,258.0,25.0,26.1,944.3,944.9,38.0,35.0
2024-07-02 14:00:00+00:00,6.2,6.2,269.0,249.0,8.9,9.06,269.0,248.0,24.1,24.4,945.0,945.5,44.0,43.0
2024-07-02 15:00:00+00:00,4.2,5.64,267.0,245.0,6.6,8.9,268.0,244.0,23.1,23.0,945.5,945.9,50.0,49.0
2024-07-02 16:00:00+00:00,2.92,4.81,264.0,253.0,4.9,7.75,269.0,253.0,22.0,22.2,945.7,946.3,56.0,52.0
2024-07-02 17:00:00+00:00,1.87,4.1,254.0,271.0,3.3,6.61,272.0,273.0,20.8,21.7,945.6,946.5,63.0,54.0
2024-07-02 18:00:00+00:00,1.28,3.93,231.0,285.0,2.2,6.48,273.0,287.0,19.7,21.2,945.5,946.8,67.0,56.0
2024-07-02 19:00:00+00:00,1.34,3.93,207.0,277.0,1.71,6.71,249.0,280.0,18.8,20.7,945.3,947.0,69.0,58.0
2024-07-02 20:00:00+00:00,1.75,4.16,193.0,260.0,1.98,7.32,221.0,266.0,18.1,20.3,945.1,947.3,68.0,60.0
2024-07-02 21:00:00+00:00,1.94,4.31,192.0,248.0,2.3,7.47,214.0,254.0,17.6,19.8,945.0,947.4,67.0,61.0
2024-07-02 22:00:00+00:00,1.71,3.5,201.0,239.0,2.06,6.13,231.0,242.0,17.1,19.0,945.2,947.4,65.0,62.0
2024-07-02 23:00:00+00:00,1.35,2.4,228.0,225.0,2.2,4.5,267.0,217.0,16.9,18.2,945.5,947.3,62.0,61.0
2024-07-03 00:00:00+00:00,1.08,1.62,248.0,202.0,2.31,3.77,288.0,191.0,17.3,18.2,945.9,947.4,59.0,59.0
