time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-02-01 00:00:00+00:00,3.98,3.01,72.0,84.0,,,,,12.2,9.5,-4.3,-4.0,958.2,958.9,89.0,91.0
2024-02-01 01:00:00+00:00,4.04,3.21,81.0,86.0,,,,,12.1,10.6,-4.5,-4.3,957.9,958.6,87.0,89.0
2024-02-01 02:00:00+00:00,3.91,3.31,87.0,85.0,,,,,11.8,11.2,-4.6,-4.5,957.7,958.4,85.0,88.0
2024-02-01 03:00:00+00:00,3.93,3.75,83.0,81.0,,,,,11.3,11.4,-4.0,-3.6,957.5,958.4,83.0,86.0
2024-02-01 04:00:00+00:00,4.24,4.33,71.0,71.0,,,,,11.2,11.1,-2.7,-2.3,957.1,957.8,80.0,82.0
2024-02-01 05:00:00+00:00,4.66,4.65,67.0,71.0,,,,,10.9,10.4,-1.4,-0.9,956.5,957.6,73.0,74.0
2024-02-01 06:00:00+00:00,3.8,4.78,63.0,70.0,,,,,8.5,10.1,-0.2,-0.1,956.5,957.2,68.0,70.0
2024-02-01 07:00:00+00:00,3.11,4.66,48.0,59.0,,,,,6.5,9.2,0.3,0.4,955.7,956.5,66.0,69.0
2024-02-01 08:00:00+00:00,2.73,4.46,28.0,44.0,,,,,4.6,7.7,0.3,0.5,955.2,956.0,68.0,70.0
2024-02-01 09:00:00+00:00,1.94,3.91,348.0,32.0,,,,,1.8,5.7,0.2,0.3,955.2,955.6,69.0,71.0
2024-02-01 10:00:00+00:00,3.1,2.35,270.0,12.0,,,,,2.6,3.0,-0.2,-0.1,955.9,955.8,72.0,73.0
