time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-11-01 00:00:00+00:00,2.0,1.2,217.0,222.0,3.99,1.41,248.0,262.0,1.6,1.4,960.5,961.1,92.0,90.0
2024-11-01 01:00:00+00:00,1.84,0.64,229.0,219.0,4.3,1.0,252.0,276.0,2.3,2.0,961.3,961.5,88.0,88.0
2024-11-01 02:00:00+00:00,1.79,0.32,243.0,72.0,4.33,0.36,251.0,326.0,3.6,3.0,962.0,961.8,82.0,84.0
2024-11-01 03:00:00+00:00,1.77,1.17,254.0,59.0,4.11,0.86,252.0,54.0,5.2,4.6,962.6,962.0,75.0,78.0
2024-11-01 04:00:00+00:00,1.81,1.88,264.0,65.0,3.59,1.79,257.0,63.0,7.4,7.1,962.7,962.0,68.0,67.0
2024-11-01 05:00:00+00:00,1.8,2.6,273.0,67.0,2.81,2.95,266.0,66.0,9.8,10.2,962.5,961.9,60.0,53.0
2024-11-01 06:00:00+00:00,1.91,3.51,276.0,70.0,2.41,4.31,275.0,68.0,11.8,12.5,962.2,961.6,53.0,44.0
2024-11-01 07:00:00+00:00,2.1,4.96,273.0,71.0,2.4,6.26,272.0,70.0,13.3,13.4,961.7,961.2,46.0,42.0
2024-11-01 08:00:00+00:00,2.21,6.45,265.0,71.0,2.51,8.35,265.0,71.0,14.3,13.5,961.1,960.5,40.0,43.0
2024-11-01 09:00:00+00:00,2.31,7.18,265.0,71.0,2.72,9.58,264.0,72.0,14.4,13.1,960.6,959.9,39.0,46.0
2024-11-01 10:00:00+00:00,2.33,6.04,280.0,71.0,3.0,8.7,272.0,73.0,12.9,12.2,960.4,959.3,46.0,49.0
2024-11-01 11:00:00+00:00,2.56,4.14,301.0,70.0,3.3,6.87,284.0,74.0,10.5,10.9,960.3,958.8,57.0,53.0
2024-11-01 12:00:00+00:00,2.48,3.1,317.0,69.0,3.05,6.21,293.0,75.0,8.5,9.8,960.1,958.5,66.0,57.0
2024-11-01 13:00:00+00:00,1.39,4.18,330.0,69.0,1.7,8.08,310.0,75.0,7.4,9.2,959.8,958.4,70.0,61.0
2024-11-01 14:00:00+00:00,0.63,6.3,72.0,70.0,1.06,11.04,49.0,74.0,6.7,9.0,959.5,958.4,72.0,64.0
2024-11-01 15:00:00+00:00,2.01,7.78,96.0,70.0,3.4,13.16,76.0,73.0,6.3,8.7,959.1,958.4,73.0,66.0
2024-11-01 16:00:00+00:00,3.85,8.04,81.0,69.0,6.68,13.44,73.0,72.0,6.5,8.3,958.8,958.3,73.0,66.0
2024-11-01 17:00:00+00:00,6.01,7.71,72.0,67.0,10.28,12.87,71.0,71.0,6.9,7.9,958.5,958.2,71.0,66.0
2024-11-01 18:00:00+00:00,7.62,7.34,67.0,66.0,12.94,12.24,69.0,70.0,7.2,7.6,958.2,958.0,70.0,65.0
2024-11-01 19:00:00+00:00,8.05,7.11,65.0,64.0,13.69,11.85,68.0,68.0,6.9,7.4,957.9,957.8,71.0,65.0
2024-11-01 20:00:00+00:00,7.92,6.84,64.0,63.0,13.26,11.5,67.0,66.0,6.5,7.2,957.7,957.5,72.0,65.0
2024-11-01 21:00:00+00:00,7.65,6.66,63.0,62.0,12.8,11.27,66.0,65.0,6.1,7.0,957.5,957.3,72.0,65.0
2024-11-01 22:00:00+00:00,7.34,6.62,62.0,63.0,12.4,11.23,66.0,65.0,6.0,6.6,957.5,957.2,71.0,66.0
2024-11-01 23:00:00+00:00,6.98,6.62,63.0,65.0,11.82,11.29,66.0,67.0,6.1,6.2,957.5,957.1,69.0,68.0
2024-11-02 00:00:00+00:00,6.48,6.45,63.0,66.0,11.24,11.18,66.0,68.0,6.3,6.0,957.7,957.3,67.0,68.0
