time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-09-01 00:00:00+00:00,2.42,1.97,240.0,240.0,5.58,4.53,255.0,264.0,18.7,18.6,947.2,946.8,55.0,55.0
2024-09-01 01:00:00+00:00,2.87,2.24,241.0,243.0,5.57,4.46,252.0,261.0,20.0,19.9,948.1,947.7,52.0,51.0
2024-09-01 02:00:00+00:00,3.45,2.38,240.0,248.0,5.48,3.91,249.0,257.0,21.9,21.8,949.1,948.6,47.0,44.0
2024-09-01 03:00:00+00:00,4.16,3.01,246.0,255.0,5.63,4.12,250.0,256.0,23.8,23.8,950.0,949.3,41.0,37.0
2024-09-01 04:00:00+00:00,5.36,4.44,256.0,262.0,6.84,5.76,258.0,262.0,25.7,25.9,950.3,949.5,34.0,32.0
2024-09-01 05:00:00+00:00,6.84,6.41,264.0,267.0,8.62,8.11,266.0,267.0,27.6,28.0,950.4,949.5,27.0,27.0
2024-09-01 06:00:00+00:00,8.0,7.9,269.0,269.0,10.0,10.0,270.0,270.0,29.0,29.6,950.5,949.3,22.0,23.0
2024-09-01 07:00:00+00:00,8.4,8.7,269.0,271.0,10.4,11.0,271.0,272.0,29.5,30.5,950.4,949.1,20.0,21.0
2024-09-01 08:00:00+00:00,8.3,9.1,269.0,272.0,10.4,11.52,269.0,273.0,29.4,30.8,950.2,948.9,19.0,19.0
2024-09-01 09:00:00+00:00,8.31,9.21,268.0,272.0,10.5,11.82,269.0,273.0,29.1,30.7,950.2,948.9,19.0,19.0
2024-09-01 10:00:00+00:00,8.81,9.1,268.0,271.0,11.3,11.9,269.0,271.0,28.8,30.2,950.2,949.2,20.0,19.0
2024-09-01 11:00:00+00:00,9.2,8.7,268.0,269.0,12.3,11.6,270.0,269.0,28.3,29.3,950.4,949.6,21.0,21.0
2024-09-01 12:00:00+00:00,9.01,8.1,267.0,269.0,12.31,11.0,268.0,270.0,27.5,28.2,950.7,950.2,24.0,23.0
2024-09-01 13:00:00+00:00,7.4,7.16,261.0,277.0,10.51,9.81,262.0,282.0,26.1,27.0,951.2,951.0,28.0,26.0
2024-09-01 14:00:00+00:00,5.28,6.22,245.0,294.0,8.01,9.19,250.0,301.0,24.4,25.7,951.7,951.8,34.0,30.0
2024-09-01 15:00:00+00:00,4.04,5.55,228.0,304.0,6.44,8.65,237.0,311.0,23.0,24.4,952.1,952.4,39.0,35.0
2024-09-01 16:00:00+00:00,3.47,4.2,226.0,295.0,5.59,6.76,241.0,299.0,22.1,23.2,952.1,952.5,43.0,40.0
2024-09-01 17:00:00+00:00,3.19,3.13,238.0,263.0,5.26,5.67,256.0,261.0,21.5,22.2,951.9,952.3,47.0,45.0
2024-09-01 18:00:00+00:00,3.23,3.36,248.0,233.0,5.61,6.63,267.0,236.0,20.9,21.3,951.7,952.0,50.0,50.0
2024-09-01 19:00:00+00:00,3.45,3.34,253.0,231.0,6.31,6.63,267.0,236.0,20.4,20.6,951.5,951.6,51.0,53.0
2024-09-01 20:00:00+00:00,3.93,3.05,255.0,238.0,7.24,6.22,264.0,246.0,19.9,20.0,951.2,951.2,52.0,55.0
2024-09-01 21:00:00+00:00,4.22,2.82,256.0,247.0,7.91,5.77,261.0,256.0,19.4,19.4,951.1,951.0,54.0,57.0
2024-09-01 22:00:00+00:00,4.27,2.51,254.0,247.0,7.89,5.22,258.0,258.0,18.6,18.4,951.3,951.0,58.0,61.0
2024-09-01 23:00:00+00:00,4.27,2.1,249.0,245.0,7.69,4.49,254.0,258.0,17.6,17.2,951.6,951.2,64.0,65.0
