time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-06-01 00:00:00+00:00,1.35,1.06,138.0,139.0,1.43,1.0,65.0,90.0,1.4,0.9,17.8,17.5,952.5,952.4,46.0,47.0
2024-06-01 01:00:00+00:00,1.68,1.22,107.0,99.0,3.06,2.06,79.0,76.0,3.0,2.0,20.6,20.4,953.3,953.0,38.0,38.0
2024-06-01 02:00:00+00:00,3.01,2.82,75.0,63.0,5.05,4.15,82.0,75.0,4.5,3.9,22.6,22.2,953.6,953.1,31.0,32.0
2024-06-01 03:00:00+00:00,4.3,4.63,59.0,57.0,6.38,5.95,76.0,73.0,5.4,5.1,23.8,23.3,953.4,953.0,27.0,28.0
2024-06-01 04:00:00+00:00,4.97,5.17,50.0,49.0,6.8,6.3,73.0,70.0,5.4,5.5,25.0,24.5,953.0,952.4,24.0,25.0
2024-06-01 05:00:00+00:00,4.74,5.33,46.0,40.0,5.88,6.07,72.0,70.0,4.5,5.1,26.1,25.7,952.6,952.0,22.0,23.0
2024-06-01 06:00:00+00:00,5.26,4.58,39.0,36.0,5.83,4.49,68.0,69.0,4.0,3.3,27.3,26.7,952.0,951.3,21.0,21.0
2024-06-01 07:00:00+00:00,5.39,4.17,31.0,30.0,4.38,2.95,63.0,66.0,2.8,1.7,28.3,27.5,951.4,950.7,20.0,20.0
2024-06-01 08:00:00+00:00,4.92,3.27,27.0,23.0,3.08,1.78,54.0,52.0,1.7,1.4,28.7,28.1,950.6,949.9,19.0,19.0
2024-06-01 09:00:00+00:00,3.77,1.82,22.0,9.0,1.72,0.32,54.0,72.0,2.0,1.3,29.1,28.4,950.0,949.1,18.0,18.0
2024-06-01 10:00:00+00:00,2.16,0.94,13.0,302.0,0.64,1.56,141.0,225.0,2.2,2.3,29.2,28.7,949.2,948.5,17.0,17.0
2024-06-01 11:00:00+00:00,1.49,3.06,290.0,259.0,2.42,4.18,240.0,259.0,3.0,3.7,29.2,28.9,949.0,948.2,15.0,15.0
