time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-05-01 00:00:00+00:00,3.74,3.01,254.0,249.0,7.72,6.55,253.0,254.0,10.0,9.3,14.5,14.8,952.0,952.5,57.0,54.0
2025-05-01 01:00:00+00:00,5.05,3.99,236.0,248.0,7.58,6.38,247.0,256.0,9.5,8.6,15.6,16.1,952.3,953.0,54.0,52.0
2025-05-01 02:00:00+00:00,5.04,4.1,263.0,270.0,7.42,6.01,265.0,266.0,8.1,6.6,17.7,17.4,952.5,953.0,48.0,41.0
2025-05-01 03:00:00+00:00,5.02,4.0,276.0,273.0,7.5,5.61,270.0,266.0,7.5,5.7,18.9,18.5,952.4,952.8,43.0,37.0
2025-05-01 04:00:00+00:00,5.8,3.71,271.0,273.0,7.71,4.93,268.0,264.0,7.7,4.9,20.5,19.9,952.6,952.5,39.0,34.0
2025-05-01 05:00:00+00:00,6.3,3.51,272.0,273.0,8.61,4.64,267.0,263.0,8.0,4.4,22.3,21.4,952.4,952.2,36.0,32.0
2025-05-01 06:00:00+00:00,6.0,4.8,272.0,270.0,8.11,5.9,268.0,271.0,7.1,5.6,23.5,22.9,951.5,952.4,39.0,33.0
2025-05-01 07:00:00+00:00,7.31,5.38,272.0,280.0,9.63,6.25,265.0,277.0,8.1,5.7,24.5,24.1,951.1,951.8,37.0,32.0
2025-05-01 08:00:00+00:00,8.42,5.41,266.0,274.0,11.66,6.8,261.0,269.0,9.1,5.7,25.1,24.9,950.7,951.0,36.0,32.0
2025-05-01 09:00:00+00:00,9.87,5.32,263.0,254.0,13.69,7.01,258.0,256.0,11.1,5.9,25.3,25.5,950.4,950.2,36.0,32.0
2025-05-01 10:00:00+00:00,10.68,4.98,263.0,260.0,14.84,7.07,262.0,262.0,12.0,5.9,25.1,25.9,950.3,949.5,35.0,32.0
2025-05-01 11:00:00+00:00,10.79,5.8,259.0,270.0,15.13,7.85,260.0,263.0,12.0,6.4,24.2,25.9,950.7,949.0,35.0,32.0
2025-05-01 12:00:00+00:00,9.98,8.02,259.0,266.0,14.2,11.57,258.0,255.0,11.2,10.3,23.5,25.2,950.3,949.1,37.0,34.0
2025-05-01 13:00:00+00:00,11.04,7.31,256.0,253.0,15.96,11.58,256.0,253.0,13.4,11.4,22.7,24.4,951.0,949.4,37.0,37.0
2025-05-01 14:00:00+00:00,10.0,6.4,254.0,243.0,13.3,11.35,260.0,256.0,14.1,12.6,21.4,23.6,951.6,949.9,38.0,39.0
2025-05-01 15:00:00+00:00,6.35,4.96,244.0,228.0,9.02,9.49,257.0,253.0,11.0,11.2,20.5,23.1,952.2,950.6,39.0,41.0
2025-05-01 16:00:00+00:00,4.55,4.6,237.0,228.0,9.15,8.6,248.0,247.0,10.6,9.5,20.2,22.8,952.5,950.7,41.0,40.0
2025-05-01 17:00:00+00:00,5.33,5.46,240.0,235.0,9.62,8.94,245.0,243.0,10.2,9.7,19.9,22.6,952.4,950.6,41.0,40.0
2025-05-01 18:00:00+00:00,7.28,3.81,233.0,240.0,10.14,8.02,239.0,247.0,10.6,9.1,18.4,20.9,952.0,951.2,41.0,39.0
2025-05-01 19:00:00+00:00,5.69,4.7,214.0,271.0,8.8,8.52,238.0,266.0,10.0,9.6,18.5,20.1,952.0,951.0,40.0,38.0
2025-05-01 20:00:00+00:00,4.8,4.88,211.0,226.0,8.05,7.56,242.0,244.0,10.0,8.8,18.9,18.9,951.9,950.7,40.0,38.0
2025-05-01 21:00:00+00:00,4.53,5.02,221.0,227.0,7.78,8.23,250.0,243.0,9.6,10.2,20.0,19.1,952.5,951.1,37.0,37.0
2025-05-01 22:00:00+00:00,3.74,4.18,236.0,228.0,7.32,6.95,260.0,247.0,9.3,8.7,19.9,19.4,952.6,951.3,38.0,40.0
2025-05-01 23:00:00+00:00,3.41,2.84,238.0,231.0,7.02,6.21,259.0,255.0,8.6,7.4,19.2,19.0,952.7,951.4,40.0,43.0
2025-05-02 00:00:00+00:00,4.08,2.68,234.0,243.0,7.12,5.69,246.0,260.0,8.8,5.9,17.8,20.1,952.7,952.1,42.0,41.0
2025-05-02 01:00:00+00:00,3.67,3.11,244.0,237.0,6.39,6.17,250.0,253.0,8.6,7.1,18.8,19.3,953.4,952.7,41.0,46.0
