time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-04-01 00:00:00+00:00,0.82,1.92,166.0,242.0,0.4,4.55,90.0,251.0,-0.6,1.1,961.8,961.3,86.0,90.0
2024-04-01 01:00:00+00:00,1.4,1.75,90.0,257.0,2.44,3.91,71.0,257.0,0.9,1.9,962.4,961.5,79.0,85.0
2024-04-01 02:00:00+00:00,3.2,1.8,70.0,273.0,4.81,3.1,69.0,268.0,3.0,3.4,963.1,961.9,70.0,75.0
2024-04-01 03:00:00+00:00,4.7,1.9,66.0,288.0,6.61,2.65,70.0,281.0,5.1,4.9,963.4,962.0,61.0,66.0
2024-04-01 04:00:00+00:00,5.76,1.79,70.0,297.0,7.68,2.25,72.0,291.0,6.8,6.5,963.0,961.7,53.0,58.0
2024-04-01 05:00:00+00:00,6.58,1.58,73.0,305.0,8.42,1.88,74.0,295.0,8.3,8.2,962.2,961.0,46.0,50.0
2024-04-01 06:00:00+00:00,7.01,1.64,76.0,308.0,8.76,1.89,76.0,302.0,9.7,9.5,961.3,960.4,40.0,44.0
2024-04-01 07:00:00+00:00,6.99,2.52,77.0,304.0,8.63,2.87,77.0,299.0,10.9,10.3,960.4,959.5,36.0,41.0
2024-04-01 08:00:00+00:00,6.69,3.58,76.0,300.0,8.25,4.16,76.0,297.0,11.9,10.7,959.5,958.7,33.0,39.0
2024-04-01 09:00:00+00:00,6.38,3.81,76.0,300.0,7.83,4.43,76.0,298.0,12.5,11.1,958.7,958.1,31.0,38.0
2024-04-01 10:00:00+00:00,6.06,2.34,77.0,310.0,7.62,2.7,76.0,309.0,12.7,11.5,958.0,958.1,30.0,36.0
2024-04-01 11:00:00+00:00,5.75,1.14,77.0,38.0,7.4,1.22,77.0,35.0,12.6,11.9,957.5,958.5,30.0,34.0
2024-04-01 12:00:00+00:00,5.43,2.53,77.0,81.0,7.38,3.13,77.0,83.0,12.0,11.8,957.1,958.8,31.0,35.0
2024-04-01 13:00:00+00:00,5.1,3.1,79.0,88.0,7.73,4.5,80.0,90.0,10.9,10.7,957.0,958.6,35.0,40.0
2024-04-01 14:00:00+00:00,4.75,3.1,82.0,92.0,8.2,5.41,81.0,93.0,9.4,9.2,956.9,958.3,41.0,48.0
2024-04-01 15:00:00+00:00,4.65,3.1,81.0,92.0,8.71,6.0,81.0,91.0,8.1,7.8,956.9,957.9,46.0,54.0
2024-04-01 16:00:00+00:00,4.83,3.1,77.0,88.0,9.14,6.36,77.0,82.0,7.3,6.8,956.7,957.5,49.0,59.0
2024-04-01 17:00:00+00:00,5.22,3.14,70.0,81.0,9.58,6.71,72.0,70.0,6.7,6.0,956.5,957.0,50.0,62.0
2024-04-01 18:00:00+00:00,5.64,3.45,65.0,73.0,10.05,7.42,68.0,63.0,6.1,5.4,956.3,956.6,52.0,64.0
2024-04-01 19:00:00+00:00,5.86,4.27,63.0,69.0,10.34,8.63,65.0,63.0,5.5,5.2,956.0,956.3,55.0,63.0
2024-04-01 20:00:00+00:00,6.04,5.46,61.0,66.0,10.51,10.11,63.0,65.0,4.9,5.1,955.7,956.2,57.0,60.0
2024-04-01 21:00:00+00:00,6.18,6.26,61.0,65.0,10.74,11.11,62.0,67.0,4.4,4.9,955.5,956.1,60.0,59.0
2024-04-01 22:00:00+00:00,6.4,6.44,61.0,64.0,11.14,11.37,63.0,66.0,3.8,4.2,955.4,955.8,63.0,61.0
2024-04-01 23:00:00+00:00,6.58,6.26,62.0,63.0,11.45,11.14,64.0,65.0,3.3,3.3,955.2,955.5,65.0,65.0
2024-04-02 00:00:00+00:00,6.75,6.17,63.0,63.0,11.59,10.78,65.0,64.0,3.2,2.9,955.3,955.3,66.0,66.0
2024-04-02 01:00:00+00:00,6.89,6.22,62.0,62.0,11.27,10.24,65.0,64.0,3.7,3.4,955.6,955.6,65.0,63.0
2024-04-02 02:00:00+00:00,7.02,6.35,62.0,62.0,10.65,9.66,64.0,64.0,4.6,4.4,956.0,956.0,62.0,59.0
2024-04-02 03:00:00+00:00,7.2,6.48,63.0,63.0,10.16,9.13,65.0,65.0,5.8,5.8,956.2,956.3,57.0,53.0
2024-04-02 04:00:00+00:00,7.66,6.85,66.0,67.0,10.27,9.15,68.0,68.0,7.6,7.5,956.1,956.2,50.0,47.0
2024-04-02 05:00:00+00:00,8.1,7.21,70.0,71.0,10.69,9.49,71.0,72.0,9.7,9.6,956.0,956.0,40.0,40.0
2024-04-02 06:00:00+00:00,8.16,7.06,73.0,74.0,10.54,9.02,73.0,75.0,11.6,11.4,955.6,955.8,33.0,34.0
2024-04-02 07:00:00+00:00,7.35,5.82,75.0,78.0,9.31,7.28,75.0,77.0,13.2,12.8,955.1,955.3,28.0,30.0
2024-04-02 08:00:00+00:00,6.06,3.92,77.0,84.0,7.47,4.84,78.0,83.0,14.5,14.0,954.4,954.8,25.0,27.0
2024-04-02 09:00:00+00:00,4.57,2.31,80.0,95.0,5.57,2.6,81.0,92.0,15.3,14.8,953.8,954.4,24.0,25.0
2024-04-02 10:00:00+00:00,3.01,0.95,86.0,108.0,3.6,0.92,88.0,103.0,15.7,15.3,953.4,954.0,26.0,23.0
2024-04-02 11:00:00+00:00,1.46,0.45,106.0,243.0,1.84,0.71,112.0,262.0,15.7,15.5,953.2,953.7,30.0,23.0
2024-04-02 12:00:00+00:00,1.0,1.43,180.0,258.0,1.32,2.11,189.0,265.0,15.0,14.9,953.0,953.5,34.0,24.0
2024-04-02 13:00:00+00:00,1.75,2.1,211.0,245.0,2.5,3.61,233.0,256.0,13.1,13.1,953.1,953.6,39.0,29.0
2024-04-02 14:00:00+00:00,2.48,2.7,220.0,231.0,3.9,5.16,247.0,248.0,10.6,10.6,953.3,953.8,43.0,37.0
2024-04-02 15:00:00+00:00,2.9,3.11,224.0,225.0,5.03,6.22,253.0,246.0,8.4,8.6,953.4,954.0,48.0,43.0
2024-04-02 16:00:00+00:00,2.84,3.04,231.0,226.0,5.51,6.45,254.0,246.0,7.2,7.9,953.5,954.1,51.0,47.0
2024-04-02 17:00:00+00:00,2.47,2.78,238.0,232.0,5.48,6.05,255.0,248.0,6.4,7.7,953.5,954.3,55.0,50.0
2024-04-02 18:00:00+00:00,2.19,2.47,246.0,238.0,5.26,5.66,256.0,249.0,5.7,7.3,953.5,954.3,58.0,54.0
2024-04-02 19:00:00+00:00,1.97,2.42,240.0,240.0,4.71,5.12,258.0,253.0,4.8,6.3,953.5,954.2,62.0,60.0
2024-04-02 20:00:00+00:00,1.91,2.33,227.0,239.0,3.86,4.51,260.0,257.0,3.9,5.1,953.4,954.0,67.0,66.0
2024-04-02 21:00:00+00:00,1.84,2.28,221.0,241.0,3.34,4.24,261.0,262.0,3.2,4.0,953.3,953.9,72.0,72.0
