time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-08-01 00:00:00+00:00,1.8,2.21,93.0,85.0,3.83,4.8,87.0,88.0,3.1,3.9,23.1,23.1,943.6,944.6,75.0,73.0
2024-08-01 01:00:00+00:00,2.1,2.73,90.0,82.0,4.31,5.4,89.0,86.0,3.6,4.7,24.1,24.0,943.9,944.8,71.0,67.0
2024-08-01 02:00:00+00:00,3.35,4.18,73.0,73.0,4.67,5.61,80.0,78.0,5.7,6.8,26.2,26.1,944.3,945.1,61.0,55.0
2024-08-01 03:00:00+00:00,5.33,6.04,67.0,74.0,5.95,7.13,70.0,77.0,8.5,9.7,28.0,28.2,944.4,945.1,54.0,47.0
2024-08-01 04:00:00+00:00,6.41,6.96,67.0,78.0,7.1,8.04,70.0,81.0,10.3,11.4,29.8,29.9,944.1,944.9,48.0,43.0
2024-08-01 05:00:00+00:00,6.85,7.48,67.0,82.0,7.53,8.57,69.0,84.0,11.1,12.3,31.6,31.4,943.7,944.3,42.0,40.0
2024-08-01 06:00:00+00:00,7.58,7.66,67.0,70.0,8.34,8.49,70.0,73.0,12.3,12.6,34.2,33.8,942.6,943.2,32.0,34.0
2024-08-01 07:00:00+00:00,7.6,7.31,69.0,71.0,8.18,8.16,71.0,74.0,12.5,12.6,35.6,35.2,941.9,942.5,27.0,30.0
2024-08-01 08:00:00+00:00,7.0,6.5,68.0,67.0,7.47,6.97,71.0,70.0,12.3,12.1,36.8,36.3,941.3,941.9,24.0,26.0
2024-08-01 09:00:00+00:00,6.09,5.72,67.0,63.0,6.39,6.06,69.0,67.0,11.3,10.5,37.6,37.1,940.7,941.5,22.0,23.0
2024-08-01 10:00:00+00:00,5.19,5.06,62.0,60.0,5.39,5.26,65.0,63.0,9.7,9.3,38.0,37.5,940.2,941.0,19.0,21.0
2024-08-01 11:00:00+00:00,4.63,4.8,57.0,59.0,4.74,5.0,60.0,62.0,8.3,8.2,38.1,37.6,939.8,940.6,17.0,18.0
2024-08-01 12:00:00+00:00,4.12,2.3,51.0,34.0,4.27,2.23,53.0,38.0,7.3,5.4,37.9,37.3,939.7,940.0,16.0,14.0
2024-08-01 13:00:00+00:00,3.66,1.84,55.0,41.0,4.05,1.73,58.0,43.0,6.6,3.8,37.2,36.7,939.3,939.7,15.0,14.0
2024-08-01 14:00:00+00:00,3.0,1.7,64.0,62.0,4.8,2.42,70.0,69.0,5.9,3.0,35.7,35.1,939.1,939.5,17.0,16.0
2024-08-01 15:00:00+00:00,3.1,1.94,88.0,102.0,6.27,3.82,89.0,89.0,5.1,3.4,33.8,32.9,939.2,939.5,21.0,20.0
2024-08-01 16:00:00+00:00,2.84,1.98,100.0,131.0,6.54,4.68,99.0,106.0,5.3,3.6,33.2,31.9,939.1,939.4,21.0,22.0
2024-08-01 17:00:00+00:00,2.32,1.41,97.0,135.0,5.83,3.9,98.0,115.0,4.8,3.5,32.0,31.0,938.9,939.3,27.0,23.0
2024-08-01 18:00:00+00:00,2.22,1.75,98.0,103.0,5.78,4.35,101.0,104.0,4.3,3.1,30.5,29.5,938.7,939.2,32.0,31.0
2024-08-01 19:00:00+00:00,1.6,1.6,86.0,90.0,4.02,4.22,91.0,94.0,3.8,3.1,29.0,28.3,938.8,938.8,38.0,37.0
2024-08-01 20:00:00+00:00,0.78,0.78,130.0,130.0,2.54,2.66,106.0,96.0,3.0,3.0,28.3,27.7,938.7,939.1,44.0,42.0
2024-08-01 21:00:00+00:00,0.51,1.08,169.0,146.0,1.19,1.89,99.0,111.0,1.5,1.9,27.8,27.1,938.8,939.2,49.0,44.0
2024-08-01 22:00:00+00:00,0.5,1.08,127.0,124.0,1.14,2.17,59.0,108.0,1.0,2.0,27.5,26.5,938.9,939.0,52.0,46.0
2024-08-01 23:00:00+00:00,1.57,0.76,153.0,113.0,1.77,1.87,109.0,84.0,2.5,1.9,27.3,25.7,939.3,939.4,52.0,51.0
2024-08-02 00:00:00+00:00,1.08,1.21,56.0,114.0,2.02,2.84,61.0,88.0,2.1,2.2,27.0,25.4,939.6,940.3,55.0,55.0
2024-08-02 01:00:00+00:00,1.34,1.02,117.0,79.0,2.59,2.5,79.0,79.0,2.3,2.2,27.0,25.8,940.1,941.1,59.0,56.0
2024-08-02 02:00:00+00:00,0.64,1.4,141.0,90.0,1.77,2.75,93.0,88.0,2.4,2.7,28.3,27.4,940.6,941.3,55.0,48.0
2024-08-02 03:00:00+00:00,2.42,3.0,240.0,90.0,2.53,3.95,234.0,97.0,3.8,5.0,29.3,28.5,941.6,941.1,48.0,43.0
2024-08-02 04:00:00+00:00,3.16,3.28,169.0,31.0,4.67,3.37,170.0,36.0,5.9,5.5,30.6,30.9,941.1,941.6,36.0,37.0
2024-08-02 05:00:00+00:00,1.58,3.66,252.0,55.0,1.75,3.83,243.0,58.0,5.0,6.3,32.7,32.7,941.6,941.7,28.0,33.0
2024-08-02 06:00:00+00:00,0.86,2.46,234.0,297.0,1.04,2.59,221.0,295.0,3.2,4.7,34.0,33.4,941.7,942.1,24.0,30.0
2024-08-02 07:00:00+00:00,0.76,6.42,203.0,274.0,1.12,7.36,195.0,274.0,2.1,10.3,34.9,34.5,941.3,942.0,24.0,26.0
2024-08-02 08:00:00+00:00,1.73,7.94,280.0,287.0,1.77,9.25,273.0,285.0,3.6,12.9,35.9,35.0,940.8,941.7,22.0,24.0
2024-08-02 09:00:00+00:00,3.36,7.2,293.0,295.0,3.53,8.34,289.0,294.0,5.8,13.0,36.6,34.8,940.7,941.7,19.0,25.0
2024-08-02 10:00:00+00:00,4.63,5.19,276.0,298.0,4.91,6.05,275.0,295.0,7.2,11.4,37.3,34.2,940.5,941.4,16.0,26.0
2024-08-02 11:00:00+00:00,6.1,6.24,280.0,282.0,6.65,7.59,279.0,281.0,9.5,10.0,37.2,34.4,940.3,941.3,19.0,28.0
2024-08-02 12:00:00+00:00,5.5,5.32,289.0,274.0,6.07,5.99,288.0,274.0,8.5,8.5,35.8,37.6,940.6,939.8,22.0,16.0
2024-08-02 13:00:00+00:00,4.68,4.95,286.0,278.0,5.66,6.23,284.0,278.0,8.5,8.7,34.9,36.6,940.6,939.9,27.0,20.0
2024-08-02 14:00:00+00:00,1.7,2.86,270.0,282.0,3.04,5.28,266.0,285.0,7.1,7.9,33.9,35.0,940.4,940.0,29.0,25.0
2024-08-02 15:00:00+00:00,1.8,1.35,183.0,222.0,2.79,2.75,198.0,266.0,2.8,4.3,32.3,33.5,940.6,940.5,34.0,30.0
2024-08-02 16:00:00+00:00,2.01,2.11,174.0,185.0,3.63,3.24,182.0,209.0,3.4,3.5,31.2,32.2,940.6,940.2,35.0,33.0
2024-08-02 17:00:00+00:00,1.75,1.8,156.0,214.0,3.21,3.95,168.0,222.0,3.3,3.7,30.5,31.5,940.7,940.5,37.0,33.0
2024-08-02 18:00:00+00:00,1.86,1.46,144.0,164.0,3.55,3.14,152.0,182.0,3.8,3.8,29.7,31.0,940.5,940.7,40.0,34.0
2024-08-02 19:00:00+00:00,1.97,1.5,120.0,90.0,3.06,1.98,130.0,110.0,3.1,2.4,28.5,29.4,940.6,940.7,44.0,42.0
2024-08-02 20:00:00+00:00,2.75,1.36,80.0,73.0,4.91,2.67,85.0,82.0,4.5,2.6,27.7,28.4,940.8,940.7,48.0,49.0
2024-08-02 21:00:00+00:00,2.79,1.08,75.0,112.0,5.14,2.31,82.0,102.0,4.6,2.3,26.8,27.9,941.0,941.0,52.0,53.0
2024-08-02 22:00:00+00:00,2.43,0.92,81.0,103.0,4.72,1.71,85.0,114.0,4.6,2.0,26.1,27.7,941.1,941.0,54.0,54.0
2024-08-02 23:00:00+00:00,1.91,0.76,84.0,113.0,4.09,1.0,79.0,101.0,4.0,1.6,25.2,26.8,941.7,941.5,57.0,60.0
2024-08-03 00:00:00+00:00,1.75,0.89,114.0,117.0,4.16,0.9,82.0,103.0,3.1,1.3,24.1,25.6,942.1,941.7,55.0,66.0
2024-08-03 01:00:00+00:00,1.55,1.02,105.0,101.0,3.76,1.12,83.0,105.0,3.1,1.5,24.8,25.9,942.7,942.3,53.0,64.0
2024-08-03 02:00:00+00:00,1.93,1.41,69.0,82.0,3.69,1.69,73.0,100.0,3.2,2.2,26.5,27.4,943.3,943.0,53.0,60.0
