time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-04-01 00:00:00+00:00,3.1,4.46,88.0,74.0,6.99,8.99,77.0,69.0,3.6,5.5,954.4,955.7,73.0,65.0
2025-04-01 01:00:00+00:00,3.63,4.94,82.0,69.0,7.83,9.77,76.0,67.0,4.6,6.0,954.8,955.8,68.0,63.0
2025-04-01 02:00:00+00:00,4.12,5.51,76.0,61.0,8.52,10.51,74.0,65.0,6.1,6.8,955.4,956.0,62.0,61.0
2025-04-01 03:00:00+00:00,4.62,5.94,72.0,57.0,8.86,10.78,74.0,63.0,7.8,7.8,955.8,955.9,56.0,58.0
2025-04-01 04:00:00+00:00,5.19,6.33,71.0,59.0,8.7,10.51,73.0,63.0,9.9,9.5,955.7,955.6,49.0,52.0
2025-04-01 05:00:00+00:00,5.63,6.66,70.0,62.0,8.22,9.75,72.0,64.0,12.2,11.6,955.4,955.4,43.0,45.0
2025-04-01 06:00:00+00:00,5.6,6.53,71.0,65.0,7.37,8.77,72.0,66.0,14.1,13.3,955.0,954.9,37.0,39.0
2025-04-01 07:00:00+00:00,4.97,5.87,75.0,67.0,6.31,7.63,75.0,68.0,15.5,14.4,954.3,954.4,33.0,36.0
2025-04-01 08:00:00+00:00,3.83,4.78,83.0,70.0,4.95,6.1,82.0,72.0,16.5,15.0,953.6,953.8,30.0,35.0
2025-04-01 09:00:00+00:00,2.3,3.26,90.0,72.0,2.8,4.08,88.0,73.0,16.8,15.4,953.2,953.4,29.0,34.0
2025-04-01 10:00:00+00:00,0.3,1.06,270.0,49.0,1.51,1.03,278.0,29.0,16.1,15.4,953.2,953.3,30.0,34.0
2025-04-01 11:00:00+00:00,3.51,2.06,273.0,284.0,6.73,3.79,275.0,282.0,14.7,15.1,953.6,953.5,32.0,35.0
2025-04-01 12:00:00+00:00,5.4,3.91,271.0,273.0,10.01,6.52,273.0,274.0,13.4,14.4,954.1,953.7,36.0,37.0
2025-04-01 13:00:00+00:00,4.94,4.04,263.0,261.0,9.41,6.71,267.0,267.0,12.2,13.0,954.6,954.1,41.0,42.0
2025-04-01 14:00:00+00:00,3.53,3.44,245.0,244.0,6.99,5.73,253.0,258.0,11.1,11.3,955.0,954.5,46.0,49.0
2025-04-01 15:00:00+00:00,3.04,3.48,224.0,231.0,5.97,5.61,239.0,248.0,10.1,9.8,955.5,955.0,52.0,55.0
2025-04-01 16:00:00+00:00,3.68,4.28,227.0,233.0,6.91,7.12,239.0,246.0,9.5,9.0,955.8,955.3,57.0,59.0
2025-04-01 17:00:00+00:00,4.85,5.33,238.0,240.0,8.54,9.1,244.0,247.0,9.0,8.6,956.1,955.8,61.0,61.0
2025-04-01 18:00:00+00:00,5.55,5.86,242.0,243.0,9.64,10.32,247.0,248.0,8.4,8.0,956.2,956.0,66.0,65.0
2025-04-01 19:00:00+00:00,5.37,5.46,241.0,244.0,9.55,9.94,247.0,249.0,7.6,7.1,956.0,956.0,71.0,71.0
2025-04-01 20:00:00+00:00,4.75,4.52,240.0,245.0,8.91,8.66,245.0,251.0,6.7,6.2,955.8,955.9,76.0,77.0
2025-04-01 21:00:00+00:00,4.0,3.55,238.0,248.0,8.01,7.38,246.0,254.0,5.8,5.3,955.5,955.8,81.0,83.0
2025-04-01 22:00:00+00:00,3.26,2.86,243.0,258.0,7.02,6.58,250.0,261.0,4.7,4.2,955.2,955.5,86.0,88.0
2025-04-01 23:00:00+00:00,2.4,2.3,253.0,272.0,5.82,5.8,258.0,270.0,3.5,3.2,955.0,955.2,91.0,91.0
2025-04-02 00:00:00+00:00,1.7,1.77,267.0,286.0,4.61,4.75,266.0,278.0,3.1,2.8,955.0,955.1,93.0,92.0
2025-04-02 01:00:00+00:00,0.92,0.81,283.0,300.0,3.0,2.67,272.0,283.0,3.6,3.4,955.5,955.5,91.0,90.0
2025-04-02 02:00:00+00:00,0.32,0.5,342.0,90.0,1.2,0.22,275.0,333.0,4.9,4.6,956.3,956.2,85.0,84.0
2025-04-02 03:00:00+00:00,0.85,1.61,69.0,97.0,0.54,2.0,68.0,93.0,6.5,6.2,956.7,956.6,78.0,77.0
2025-04-02 04:00:00+00:00,2.04,2.6,79.0,90.0,2.43,3.5,81.0,88.0,8.5,8.4,956.7,956.5,67.0,65.0
2025-04-02 05:00:00+00:00,3.34,3.51,81.0,85.0,4.14,4.53,82.0,84.0,10.9,10.9,956.5,956.2,53.0,52.0
2025-04-02 06:00:00+00:00,3.51,3.71,85.0,85.0,4.52,4.73,85.0,84.0,12.7,12.7,956.2,955.9,44.0,42.0
2025-04-02 07:00:00+00:00,1.87,2.92,106.0,96.0,2.35,3.71,102.0,93.0,13.3,13.0,956.0,955.4,42.0,40.0
2025-04-02 08:00:00+00:00,1.75,1.78,211.0,128.0,2.22,2.08,216.0,125.0,13.3,12.7,955.8,954.9,43.0,43.0
2025-04-02 09:00:00+00:00,3.61,1.71,236.0,187.0,4.72,2.02,238.0,189.0,13.1,12.4,955.7,954.7,45.0,46.0
2025-04-02 10:00:00+00:00,3.96,2.55,249.0,225.0,5.22,3.4,250.0,227.0,13.0,12.6,955.6,954.9,45.0,48.0
2025-04-02 11:00:00+00:00,3.82,3.85,264.0,245.0,5.02,5.41,264.0,245.0,12.8,13.0,955.6,955.5,46.0,50.0
2025-04-02 12:00:00+00:00,3.71,4.74,273.0,252.0,5.1,6.99,271.0,251.0,12.2,12.8,955.7,956.0,49.0,54.0
2025-04-02 13:00:00+00:00,3.52,4.68,263.0,250.0,5.56,7.53,262.0,253.0,10.7,11.5,955.9,956.3,57.0,62.0
2025-04-02 14:00:00+00:00,3.31,3.98,245.0,245.0,6.28,7.38,248.0,254.0,8.7,9.7,956.3,956.5,67.0,72.0
