time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-09-01 00:00:00+00:00,0.51,3.52,101.0,215.0,0.51,6.87,349.0,249.0,0.5,6.1,11.7,15.1,950.1,949.2,35.0,26.0
2025-09-01 01:00:00+00:00,1.73,2.69,80.0,225.0,2.43,6.09,81.0,256.0,2.4,6.8,14.7,16.4,951.0,949.7,30.0,24.0
2025-09-01 02:00:00+00:00,3.81,3.49,67.0,257.0,5.82,5.22,78.0,258.0,5.4,5.9,17.5,18.7,951.3,949.8,25.0,20.0
2025-09-01 03:00:00+00:00,5.52,3.62,55.0,276.0,7.78,5.01,72.0,267.0,7.0,5.1,18.6,20.2,951.2,949.4,22.0,19.0
2025-09-01 04:00:00+00:00,5.84,3.53,52.0,295.0,7.84,4.23,73.0,277.0,6.8,3.9,20.5,21.6,951.0,949.2,19.0,18.0
2025-09-01 05:00:00+00:00,5.4,3.55,51.0,292.0,6.74,4.2,75.0,273.0,5.4,4.1,21.7,22.8,950.3,948.6,17.0,17.0
2025-09-01 06:00:00+00:00,4.81,4.39,43.0,300.0,5.13,4.88,69.0,281.0,4.1,4.6,22.9,24.5,949.1,948.3,16.0,16.0
2025-09-01 07:00:00+00:00,3.2,5.42,39.0,300.0,2.73,5.45,66.0,277.0,2.0,5.8,24.0,25.4,948.2,947.4,14.0,15.0
2025-09-01 08:00:00+00:00,1.63,6.62,11.0,295.0,0.14,6.6,315.0,270.0,1.6,6.6,25.0,25.9,947.5,946.6,12.0,13.0
2025-09-01 09:00:00+00:00,2.33,7.53,301.0,287.0,3.32,8.52,263.0,266.0,4.7,8.2,26.1,26.1,946.7,945.9,10.0,13.0
2025-09-01 10:00:00+00:00,4.85,8.15,292.0,284.0,6.84,10.62,276.0,267.0,7.1,9.4,27.4,26.0,946.2,945.5,8.0,12.0
2025-09-01 11:00:00+00:00,7.18,8.34,289.0,284.0,9.1,11.3,268.0,269.0,7.8,10.2,26.3,25.4,945.9,945.4,8.0,12.0
2025-09-01 12:00:00+00:00,6.0,6.77,270.0,278.0,9.15,10.2,264.0,270.0,8.1,9.4,25.6,25.3,945.4,945.6,10.0,11.0
2025-09-01 13:00:00+00:00,4.47,5.09,243.0,250.0,8.59,8.58,258.0,262.0,8.9,9.0,23.0,23.0,945.2,945.3,13.0,13.0
2025-09-01 14:00:00+00:00,4.83,5.53,214.0,221.0,8.16,7.06,253.0,263.0,6.7,6.4,20.7,20.3,945.3,945.5,15.0,16.0
2025-09-01 15:00:00+00:00,4.74,5.3,198.0,216.0,7.08,6.96,239.0,249.0,5.4,6.3,20.5,19.8,945.7,945.9,16.0,17.0
2025-09-01 16:00:00+00:00,3.83,5.08,195.0,212.0,6.35,8.15,237.0,241.0,3.9,7.7,20.1,20.0,945.6,946.2,16.0,18.0
2025-09-01 17:00:00+00:00,3.23,4.25,196.0,210.0,5.32,7.43,244.0,246.0,3.1,6.9,19.1,19.6,945.3,946.0,17.0,19.0
2025-09-01 18:00:00+00:00,2.21,2.77,198.0,206.0,4.27,5.38,249.0,252.0,2.9,3.3,17.2,18.2,944.9,944.8,20.0,19.0
2025-09-01 19:00:00+00:00,2.28,2.56,203.0,211.0,4.11,5.12,252.0,258.0,3.0,3.3,16.7,17.4,944.5,944.4,21.0,20.0
2025-09-01 20:00:00+00:00,2.25,2.42,201.0,210.0,4.09,5.0,248.0,258.0,2.9,3.2,16.2,16.7,944.1,944.1,22.0,21.0
2025-09-01 21:00:00+00:00,1.9,2.28,198.0,209.0,3.64,4.75,249.0,255.0,2.5,3.0,15.4,16.2,943.9,943.8,23.0,22.0
2025-09-01 22:00:00+00:00,1.77,2.15,196.0,208.0,3.1,4.24,255.0,255.0,2.1,2.6,14.9,15.9,943.9,943.6,23.0,22.0
2025-09-01 23:00:00+00:00,1.65,1.72,194.0,216.0,2.77,3.57,257.0,259.0,1.8,2.2,14.5,15.1,944.0,943.6,23.0,23.0
2025-09-02 00:00:00+00:00,1.52,1.06,203.0,229.0,2.1,2.1,273.0,273.0,1.4,1.5,14.3,14.4,944.0,943.3,23.0,23.0
2025-09-02 01:00:00+00:00,1.48,0.5,208.0,233.0,0.81,1.04,277.0,287.0,0.5,0.9,16.7,16.3,944.9,944.3,21.0,24.0
2025-09-02 02:00:00+00:00,0.98,0.85,294.0,339.0,0.86,0.73,36.0,344.0,0.8,0.8,20.6,19.9,945.6,945.0,16.0,17.0
2025-09-02 03:00:00+00:00,1.84,1.75,331.0,329.0,1.0,1.34,37.0,297.0,0.7,1.9,21.9,21.2,945.6,945.1,15.0,16.0
2025-09-02 04:00:00+00:00,2.25,2.69,302.0,285.0,1.26,4.13,288.0,263.0,2.1,4.9,23.5,23.1,945.6,945.2,14.0,14.0
2025-09-02 05:00:00+00:00,4.21,4.8,288.0,270.0,4.2,7.16,267.0,263.0,4.8,7.2,26.0,25.9,945.3,945.2,13.0,12.0
