time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-12-01 00:00:00+00:00,0.45,0.3,243.0,90.0,1.88,0.36,245.0,236.0,1.2,1.1,958.3,957.8,98.0,99.0
2024-12-01 01:00:00+00:00,0.4,0.4,270.0,90.0,1.93,0.32,249.0,162.0,1.2,1.0,958.5,958.1,98.0,99.0
2024-12-01 02:00:00+00:00,0.54,0.63,292.0,72.0,2.26,0.67,257.0,117.0,1.3,1.1,958.8,958.4,97.0,99.0
2024-12-01 03:00:00+00:00,0.85,0.85,291.0,69.0,2.53,1.14,261.0,105.0,1.4,1.4,959.0,958.6,97.0,98.0
2024-12-01 04:00:00+00:00,1.24,1.36,284.0,73.0,2.71,1.8,266.0,90.0,1.7,2.0,959.2,958.8,97.0,94.0
2024-12-01 05:00:00+00:00,1.81,1.87,276.0,74.0,2.8,2.52,270.0,83.0,2.0,2.8,959.4,958.8,96.0,89.0
2024-12-01 06:00:00+00:00,2.21,2.04,275.0,79.0,3.0,2.73,272.0,82.0,2.4,3.5,959.5,958.7,96.0,85.0
2024-12-01 07:00:00+00:00,2.32,1.5,277.0,94.0,3.1,2.1,272.0,93.0,2.7,3.9,959.3,958.5,95.0,83.0
2024-12-01 08:00:00+00:00,2.24,1.0,280.0,143.0,3.2,1.35,270.0,138.0,3.1,4.2,959.0,958.1,93.0,83.0
2024-12-01 09:00:00+00:00,2.52,1.36,277.0,197.0,3.81,1.68,265.0,197.0,3.2,4.3,958.9,957.9,93.0,84.0
2024-12-01 10:00:00+00:00,3.52,1.84,263.0,225.0,5.59,2.7,260.0,231.0,2.9,4.4,959.3,958.0,94.0,86.0
2024-12-01 11:00:00+00:00,4.9,2.55,253.0,244.0,7.96,4.22,255.0,248.0,2.3,4.4,960.0,958.4,96.0,89.0
2024-12-01 12:00:00+00:00,5.98,3.35,249.0,253.0,9.59,5.95,254.0,253.0,1.9,4.1,960.5,958.8,98.0,92.0
2024-12-01 13:00:00+00:00,6.05,4.21,248.0,252.0,9.8,7.79,252.0,254.0,1.7,3.3,960.8,959.3,98.0,95.0
2024-12-01 14:00:00+00:00,5.59,4.9,246.0,250.0,9.18,9.46,250.0,254.0,1.7,2.2,961.2,959.7,98.0,97.0
2024-12-01 15:00:00+00:00,5.41,5.48,245.0,249.0,8.93,10.63,248.0,254.0,1.7,1.5,961.4,960.1,97.0,99.0
2024-12-01 16:00:00+00:00,5.69,5.7,246.0,248.0,9.34,10.57,249.0,253.0,1.6,1.4,961.5,960.3,96.0,99.0
2024-12-01 17:00:00+00:00,6.05,5.74,248.0,247.0,10.06,9.9,251.0,252.0,1.5,1.7,961.4,960.5,95.0,98.0
2024-12-01 18:00:00+00:00,6.33,5.92,249.0,248.0,10.47,9.58,251.0,252.0,1.4,1.8,961.4,960.5,95.0,97.0
2024-12-01 19:00:00+00:00,6.41,6.48,247.0,250.0,10.48,10.22,249.0,254.0,1.3,1.8,961.5,960.5,96.0,96.0
2024-12-01 20:00:00+00:00,6.22,7.02,244.0,253.0,10.31,11.16,247.0,255.0,1.3,1.7,961.7,960.4,96.0,96.0
2024-12-01 21:00:00+00:00,5.86,7.4,243.0,254.0,9.76,11.74,246.0,256.0,1.1,1.7,961.7,960.5,97.0,95.0
2024-12-01 22:00:00+00:00,5.01,7.15,244.0,252.0,8.73,11.62,246.0,255.0,0.8,1.6,961.6,960.6,96.0,95.0
2024-12-01 23:00:00+00:00,3.86,6.74,249.0,249.0,7.37,11.13,249.0,252.0,0.3,1.6,961.4,961.0,96.0,95.0
2024-12-02 00:00:00+00:00,3.04,6.22,253.0,246.0,6.36,10.53,251.0,250.0,0.0,1.5,961.3,961.3,95.0,95.0
2024-12-02 01:00:00+00:00,2.92,5.82,248.0,246.0,6.15,10.03,248.0,250.0,-0.2,1.4,961.6,961.4,96.0,95.0
2024-12-02 02:00:00+00:00,3.05,5.37,238.0,246.0,6.35,9.4,244.0,249.0,-0.2,1.3,962.2,961.7,98.0,95.0
2024-12-02 03:00:00+00:00,3.11,4.88,237.0,247.0,6.22,8.48,242.0,251.0,0.1,1.5,962.6,961.9,97.0,94.0
2024-12-02 04:00:00+00:00,2.82,4.33,247.0,251.0,5.2,7.09,247.0,254.0,1.3,2.2,963.0,962.4,92.0,91.0
2024-12-02 05:00:00+00:00,2.51,3.77,265.0,259.0,3.83,5.49,263.0,260.0,2.9,3.1,963.3,962.9,84.0,86.0
2024-12-02 06:00:00+00:00,2.16,3.3,283.0,268.0,2.75,4.2,280.0,267.0,4.0,3.9,963.4,963.2,78.0,82.0
2024-12-02 07:00:00+00:00,1.25,2.83,299.0,278.0,1.57,3.52,297.0,277.0,4.4,4.2,963.2,963.1,76.0,78.0
