time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-03-01 00:00:00+00:00,2.25,3.45,249.0,248.0,3.29,5.55,250.0,247.0,-2.5,-2.3,959.6,958.9,85.0,86.0
2025-03-01 01:00:00+00:00,2.12,3.23,251.0,248.0,2.91,4.92,254.0,246.0,-2.4,-2.4,960.2,959.6,84.0,87.0
2025-03-01 02:00:00+00:00,1.87,2.97,254.0,250.0,2.57,4.22,257.0,248.0,-2.4,-2.5,960.8,960.2,84.0,87.0
2025-03-01 03:00:00+00:00,1.75,2.72,257.0,253.0,2.24,3.7,260.0,251.0,-2.1,-2.3,961.2,960.7,81.0,85.0
2025-03-01 04:00:00+00:00,1.61,2.67,263.0,257.0,2.01,3.52,264.0,255.0,-1.1,-1.6,961.5,961.1,74.0,79.0
2025-03-01 05:00:00+00:00,1.5,2.73,266.0,262.0,1.91,3.45,264.0,260.0,0.1,-0.7,961.5,961.2,65.0,72.0
2025-03-01 06:00:00+00:00,1.3,2.71,266.0,266.0,1.61,3.41,263.0,265.0,1.3,0.3,961.4,961.2,57.0,65.0
2025-03-01 07:00:00+00:00,0.98,2.7,246.0,270.0,1.25,3.4,241.0,268.0,2.5,1.4,960.9,960.9,53.0,60.0
2025-03-01 08:00:00+00:00,0.85,2.72,201.0,276.0,1.21,3.4,204.0,270.0,3.5,2.5,960.3,960.4,50.0,57.0
2025-03-01 09:00:00+00:00,1.0,2.53,174.0,279.0,1.3,3.11,180.0,274.0,4.0,3.1,959.8,960.0,48.0,54.0
2025-03-01 10:00:00+00:00,0.81,2.04,173.0,281.0,1.0,2.75,186.0,280.0,3.6,2.6,959.5,960.0,44.0,52.0
2025-03-01 11:00:00+00:00,0.36,1.43,214.0,282.0,0.42,2.25,225.0,291.0,2.7,1.6,959.5,960.1,41.0,52.0
2025-03-01 12:00:00+00:00,0.22,0.58,27.0,301.0,0.57,1.36,45.0,324.0,1.7,0.7,959.4,960.1,43.0,53.0
2025-03-01 13:00:00+00:00,1.48,0.94,62.0,58.0,3.01,2.02,69.0,57.0,0.7,-0.1,959.6,960.0,55.0,58.0
2025-03-01 14:00:00+00:00,3.18,2.4,66.0,73.0,6.36,4.81,74.0,78.0,-0.3,-0.8,959.7,960.0,72.0,64.0
2025-03-01 15:00:00+00:00,4.57,3.64,67.0,74.0,8.93,7.3,74.0,81.0,-1.0,-1.3,959.8,959.8,84.0,70.0
2025-03-01 16:00:00+00:00,5.2,4.52,67.0,72.0,9.93,8.71,73.0,77.0,-1.2,-1.3,959.8,959.6,86.0,74.0
2025-03-01 17:00:00+00:00,5.42,5.26,67.0,69.0,10.15,9.62,71.0,73.0,-1.1,-1.1,959.5,959.2,84.0,78.0
2025-03-01 18:00:00+00:00,5.55,5.65,67.0,67.0,10.16,10.18,69.0,70.0,-1.1,-1.0,959.3,959.0,82.0,81.0
2025-03-01 19:00:00+00:00,5.46,5.69,66.0,66.0,10.1,10.16,69.0,69.0,-1.3,-1.3,959.0,958.7,82.0,83.0
2025-03-01 20:00:00+00:00,5.28,5.46,65.0,66.0,9.69,9.75,68.0,69.0,-1.7,-1.7,958.6,958.4,83.0,85.0
2025-03-01 21:00:00+00:00,5.15,5.24,66.0,66.0,9.47,9.43,68.0,69.0,-2.0,-2.1,958.4,958.2,84.0,86.0
2025-03-01 22:00:00+00:00,5.11,5.24,67.0,66.0,9.38,9.43,68.0,69.0,-2.2,-2.3,958.2,958.0,85.0,88.0
2025-03-01 23:00:00+00:00,5.11,5.33,67.0,67.0,9.47,9.66,68.0,69.0,-2.4,-2.4,958.2,958.0,86.0,89.0
2025-03-02 00:00:00+00:00,5.2,5.46,67.0,66.0,9.6,9.79,68.0,68.0,-2.3,-2.3,958.2,957.9,86.0,89.0
2025-03-02 01:00:00+00:00,5.28,5.73,65.0,65.0,9.82,9.92,68.0,68.0,-1.8,-1.9,958.3,958.0,83.0,86.0
2025-03-02 02:00:00+00:00,5.5,5.99,63.0,64.0,10.14,9.95,68.0,68.0,-1.1,-1.2,958.5,958.3,78.0,82.0
2025-03-02 03:00:00+00:00,5.91,6.35,62.0,64.0,10.45,10.18,68.0,67.0,-0.1,-0.2,958.4,958.2,73.0,76.0
2025-03-02 04:00:00+00:00,6.62,6.98,63.0,65.0,10.68,10.58,68.0,68.0,1.3,1.4,958.2,958.0,67.0,68.0
2025-03-02 05:00:00+00:00,7.47,7.75,65.0,66.0,10.96,11.05,69.0,69.0,3.0,3.4,957.9,957.5,60.0,59.0
2025-03-02 06:00:00+00:00,8.08,8.21,68.0,68.0,11.01,11.29,69.0,70.0,4.4,5.0,957.4,956.9,55.0,52.0
2025-03-02 07:00:00+00:00,8.16,8.29,71.0,70.0,10.88,11.16,71.0,72.0,5.4,6.1,956.7,956.2,52.0,48.0
2025-03-02 08:00:00+00:00,7.91,8.04,74.0,73.0,10.58,10.87,75.0,75.0,6.1,6.8,955.8,955.3,51.0,47.0
2025-03-02 09:00:00+00:00,7.54,7.64,75.0,76.0,10.28,10.48,77.0,77.0,6.4,7.1,955.0,954.5,51.0,47.0
