time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-11-01 00:00:00+00:00,9.56,8.74,254.0,254.0,15.91,15.16,255.0,257.0,10.5,9.3,957.1,956.6,55.0,56.0
2025-11-01 01:00:00+00:00,10.04,9.34,255.0,257.0,16.18,15.77,256.0,259.0,11.1,10.2,958.6,958.2,54.0,55.0
2025-11-01 02:00:00+00:00,9.46,8.93,257.0,260.0,14.56,14.34,257.0,262.0,11.4,11.0,960.1,959.9,56.0,55.0
2025-11-01 03:00:00+00:00,8.81,8.55,258.0,264.0,13.16,13.05,259.0,265.0,11.6,11.8,961.2,961.1,59.0,55.0
2025-11-01 04:00:00+00:00,8.51,8.41,257.0,267.0,12.57,12.41,258.0,268.0,11.5,12.2,961.9,961.8,63.0,55.0
2025-11-01 05:00:00+00:00,8.17,8.3,255.0,271.0,12.13,11.9,257.0,271.0,11.3,12.5,962.2,962.0,68.0,56.0
2025-11-01 06:00:00+00:00,7.91,8.22,254.0,273.0,11.67,11.42,256.0,273.0,11.1,12.7,962.5,962.2,70.0,55.0
2025-11-01 07:00:00+00:00,7.82,8.13,254.0,275.0,11.28,11.14,255.0,275.0,11.2,13.0,962.6,962.2,66.0,51.0
2025-11-01 08:00:00+00:00,7.69,7.93,254.0,275.0,10.87,10.86,255.0,276.0,11.2,13.1,962.8,962.1,58.0,45.0
2025-11-01 09:00:00+00:00,7.38,7.62,254.0,274.0,10.43,10.54,256.0,275.0,11.2,12.9,962.8,962.2,53.0,43.0
2025-11-01 10:00:00+00:00,6.74,7.0,255.0,270.0,9.97,10.0,257.0,271.0,10.9,12.2,962.9,962.5,52.0,47.0
2025-11-01 11:00:00+00:00,5.99,6.34,255.0,264.0,9.39,9.53,258.0,265.0,10.5,11.1,963.0,963.0,54.0,53.0
2025-11-01 12:00:00+00:00,5.07,5.63,255.0,258.0,8.65,8.94,259.0,260.0,9.8,10.1,962.9,963.3,58.0,60.0
2025-11-01 13:00:00+00:00,4.02,4.78,251.0,250.0,7.59,8.13,257.0,256.0,8.9,9.2,962.8,963.5,64.0,66.0
2025-11-01 14:00:00+00:00,3.04,3.85,243.0,242.0,6.29,7.13,252.0,255.0,7.7,8.3,962.6,963.5,72.0,72.0
2025-11-01 15:00:00+00:00,2.2,3.0,231.0,233.0,5.16,5.92,248.0,254.0,6.7,7.3,962.4,963.3,78.0,77.0
2025-11-01 16:00:00+00:00,1.63,2.13,227.0,229.0,4.33,4.44,251.0,256.0,5.9,6.1,961.9,962.7,81.0,81.0
2025-11-01 17:00:00+00:00,1.0,1.13,233.0,225.0,3.65,2.72,261.0,264.0,5.4,4.8,961.4,961.9,83.0,84.0
2025-11-01 18:00:00+00:00,0.28,0.32,225.0,198.0,2.2,1.12,273.0,280.0,4.9,3.9,960.9,961.3,84.0,86.0
2025-11-01 19:00:00+00:00,1.0,0.58,84.0,121.0,1.17,0.51,59.0,79.0,4.6,3.5,960.5,960.6,84.0,86.0
2025-11-01 20:00:00+00:00,2.53,1.17,81.0,121.0,5.1,2.31,79.0,95.0,4.5,3.6,960.1,960.0,84.0,84.0
2025-11-01 21:00:00+00:00,4.0,1.84,77.0,103.0,8.35,4.1,79.0,90.0,4.4,3.7,959.7,959.5,83.0,82.0
2025-11-01 22:00:00+00:00,5.38,3.26,72.0,79.0,10.36,6.53,75.0,79.0,4.5,3.9,959.3,959.3,81.0,80.0
2025-11-01 23:00:00+00:00,6.63,5.16,67.0,68.0,11.61,9.27,70.0,70.0,4.7,4.2,958.8,959.3,77.0,78.0
2025-11-02 00:00:00+00:00,7.33,6.57,64.0,64.0,12.41,11.37,67.0,66.0,5.0,4.6,958.4,959.3,74.0,76.0
2025-11-02 01:00:00+00:00,7.11,6.8,62.0,62.0,12.44,11.99,65.0,65.0,5.3,5.0,958.3,959.3,71.0,73.0
2025-11-02 02:00:00+00:00,6.45,6.31,60.0,61.0,11.94,11.68,65.0,65.0,5.7,5.4,958.2,959.3,69.0,70.0
2025-11-02 03:00:00+00:00,6.05,6.0,59.0,60.0,11.41,11.23,65.0,65.0,6.5,6.2,957.9,959.0,65.0,65.0
2025-11-02 04:00:00+00:00,6.4,6.26,61.0,61.0,11.05,10.74,65.0,66.0,7.9,7.8,957.2,958.3,58.0,58.0
2025-11-02 05:00:00+00:00,6.98,6.66,63.0,64.0,10.61,10.08,66.0,67.0,9.8,9.7,956.3,957.3,50.0,49.0
2025-11-02 06:00:00+00:00,7.38,6.99,65.0,66.0,10.22,9.56,67.0,69.0,11.3,11.3,955.4,956.2,44.0,43.0
2025-11-02 07:00:00+00:00,7.39,6.91,67.0,68.0,9.88,9.27,69.0,70.0,12.4,12.5,954.3,955.1,41.0,40.0
2025-11-02 08:00:00+00:00,7.19,6.74,69.0,69.0,9.68,9.05,70.0,70.0,13.3,13.3,953.1,953.8,41.0,39.0
2025-11-02 09:00:00+00:00,6.71,6.43,70.0,69.0,9.39,8.92,71.0,70.0,13.5,13.6,952.2,952.7,41.0,39.0
2025-11-02 10:00:00+00:00,5.92,5.87,68.0,67.0,8.98,8.86,71.0,70.0,12.9,13.1,951.7,952.0,43.0,41.0
2025-11-02 11:00:00+00:00,5.01,5.19,64.0,62.0,8.64,8.8,70.0,69.0,11.8,12.0,951.4,951.5,46.0,45.0
2025-11-02 12:00:00+00:00,4.25,4.58,60.0,58.0,8.3,8.78,68.0,67.0,10.8,11.1,951.2,951.1,49.0,49.0
2025-11-02 13:00:00+00:00,3.89,4.08,61.0,59.0,8.15,8.46,67.0,66.0,10.2,10.5,951.0,951.0,52.0,52.0
2025-11-02 14:00:00+00:00,3.76,3.8,65.0,63.0,8.1,8.14,66.0,64.0,9.8,9.9,951.0,951.0,54.0,54.0
2025-11-02 15:00:00+00:00,3.81,3.58,67.0,67.0,8.14,7.96,65.0,63.0,9.4,9.5,950.9,950.9,56.0,56.0
2025-11-02 16:00:00+00:00,3.99,3.64,68.0,69.0,8.46,8.05,66.0,65.0,9.1,9.1,950.8,950.6,57.0,58.0
2025-11-02 17:00:00+00:00,4.35,3.92,67.0,71.0,8.82,8.21,67.0,68.0,8.9,8.7,950.5,950.2,58.0,60.0
2025-11-02 18:00:00+00:00,4.66,4.14,67.0,70.0,9.23,8.54,67.0,69.0,8.7,8.4,950.3,949.9,58.0,61.0
2025-11-02 19:00:00+00:00,5.11,4.59,67.0,70.0,9.99,9.25,67.0,68.0,8.6,8.4,949.9,949.5,57.0,61.0
2025-11-02 20:00:00+00:00,5.5,4.98,65.0,68.0,10.66,9.95,67.0,68.0,8.7,8.4,949.5,949.1,57.0,60.0
2025-11-02 21:00:00+00:00,5.19,4.75,65.0,68.0,10.12,9.55,67.0,67.0,8.2,8.1,949.4,949.0,58.0,61.0
