time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-12-01 00:00:00+00:00,1.0,1.26,323.0,288.0,1.68,2.65,277.0,268.0,1.8,2.2,3.1,4.9,956.7,957.4,96.0,94.0
2024-12-01 01:00:00+00:00,1.06,1.43,319.0,258.0,1.71,2.81,294.0,258.0,1.9,2.5,2.8,4.7,957.1,957.6,98.0,94.0
2024-12-01 02:00:00+00:00,1.3,2.01,293.0,243.0,2.11,3.69,283.0,248.0,2.2,3.4,2.8,4.6,957.7,957.9,97.0,93.0
2024-12-01 03:00:00+00:00,2.33,2.16,260.0,236.0,3.66,3.94,262.0,243.0,4.0,3.6,3.0,4.7,958.4,958.0,94.0,91.0
2024-12-01 04:00:00+00:00,3.62,2.78,246.0,240.0,5.48,4.39,251.0,246.0,5.7,4.5,3.2,5.0,958.8,958.2,89.0,86.0
2024-12-01 05:00:00+00:00,4.47,3.42,243.0,249.0,5.74,4.28,245.0,250.0,7.1,5.4,3.3,5.2,958.9,958.4,85.0,85.0
2024-12-01 06:00:00+00:00,5.97,2.72,256.0,264.0,8.3,3.26,258.0,263.0,9.4,4.4,4.4,4.6,959.3,956.8,85.0,91.0
2024-12-01 07:00:00+00:00,6.79,4.28,256.0,259.0,9.49,5.38,259.0,260.0,10.8,6.8,4.3,4.8,959.1,956.7,85.0,86.0
2024-12-01 08:00:00+00:00,6.89,5.39,251.0,255.0,9.54,7.51,253.0,258.0,11.1,8.4,4.3,4.6,959.2,957.0,85.0,86.0
2024-12-01 09:00:00+00:00,7.59,6.67,252.0,257.0,10.77,9.8,255.0,258.0,12.1,10.5,3.9,4.5,959.8,957.5,86.0,84.0
2024-12-01 10:00:00+00:00,6.67,8.29,246.0,250.0,9.82,12.81,251.0,254.0,12.1,13.2,3.5,4.1,960.2,957.9,87.0,86.0
2024-12-01 11:00:00+00:00,6.31,10.7,241.0,254.0,9.53,15.9,248.0,257.0,10.6,17.5,3.2,3.4,960.6,958.5,89.0,86.0
2024-12-01 12:00:00+00:00,6.09,6.65,240.0,249.0,9.41,10.47,248.0,251.0,10.4,10.4,3.2,3.4,961.0,958.6,88.0,87.0
2024-12-01 13:00:00+00:00,5.94,7.12,237.0,250.0,9.03,11.47,244.0,253.0,9.6,11.1,3.1,3.2,961.3,959.3,88.0,88.0
2024-12-01 14:00:00+00:00,5.66,7.81,238.0,251.0,9.08,12.0,246.0,254.0,9.3,12.5,3.0,3.0,961.4,959.6,88.0,88.0
2024-12-01 15:00:00+00:00,5.63,7.71,237.0,247.0,9.16,11.77,245.0,252.0,8.8,12.3,3.0,2.7,961.6,959.6,88.0,89.0
2024-12-01 16:00:00+00:00,5.46,7.62,235.0,251.0,9.17,11.83,247.0,256.0,8.9,12.2,3.0,2.6,961.7,960.0,88.0,90.0
2024-12-01 17:00:00+00:00,5.27,7.53,237.0,253.0,9.06,10.98,248.0,257.0,8.8,12.2,2.9,2.3,961.8,960.4,88.0,91.0
2024-12-01 18:00:00+00:00,4.5,3.34,233.0,231.0,7.54,6.49,244.0,241.0,8.4,6.7,2.4,2.9,961.9,961.2,87.0,83.0
2024-12-01 19:00:00+00:00,3.62,2.94,231.0,235.0,6.44,5.83,242.0,243.0,7.4,5.6,2.4,2.8,961.9,961.4,86.0,83.0
2024-12-01 20:00:00+00:00,3.18,2.5,226.0,233.0,6.01,4.96,236.0,240.0,6.1,5.1,2.4,2.5,961.9,961.3,85.0,84.0
2024-12-01 21:00:00+00:00,2.83,1.84,222.0,229.0,5.7,3.94,229.0,235.0,5.4,4.3,2.3,2.2,962.0,961.4,85.0,85.0
2024-12-01 22:00:00+00:00,2.12,1.14,225.0,232.0,4.86,2.88,228.0,235.0,4.7,3.2,2.0,1.8,961.9,961.2,85.0,87.0
2024-12-01 23:00:00+00:00,1.58,0.82,235.0,256.0,3.86,1.95,234.0,252.0,3.6,2.1,1.8,1.1,962.0,961.3,86.0,91.0
2024-12-02 00:00:00+00:00,3.82,1.92,227.0,219.0,7.19,4.19,241.0,233.0,6.5,4.5,2.5,1.4,962.1,961.6,89.0,89.0
2024-12-02 01:00:00+00:00,3.4,1.06,223.0,221.0,6.63,2.67,236.0,234.0,6.4,3.3,2.2,1.1,962.3,961.8,89.0,89.0
2024-12-02 02:00:00+00:00,2.62,0.61,227.0,171.0,5.68,0.9,238.0,221.0,5.7,1.9,1.6,0.7,962.5,961.7,88.0,88.0
