time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-05-01 00:00:00+00:00,4.06,3.56,232.0,232.0,9.59,8.75,250.0,248.0,10.8,10.5,13.5,13.4,947.7,948.2,32.0,43.0
2024-05-01 01:00:00+00:00,3.69,4.7,237.0,246.0,8.51,8.32,250.0,252.0,10.9,10.1,15.1,14.9,948.1,948.8,29.0,43.0
2024-05-01 02:00:00+00:00,5.71,5.57,266.0,261.0,9.06,8.4,259.0,258.0,10.2,9.8,16.9,15.7,948.3,948.6,28.0,45.0
2024-05-01 03:00:00+00:00,5.71,5.33,273.0,264.0,9.22,9.39,266.0,262.0,9.8,10.0,17.8,17.5,948.2,948.4,34.0,43.0
2024-05-01 04:00:00+00:00,6.41,5.41,273.0,266.0,9.96,9.4,264.0,261.0,9.2,9.4,19.5,19.4,947.9,948.1,32.0,36.0
2024-05-01 05:00:00+00:00,7.92,6.8,274.0,272.0,9.95,9.54,264.0,265.0,8.6,8.8,21.1,21.2,947.5,947.7,24.0,26.0
2024-05-01 06:00:00+00:00,8.04,7.62,281.0,287.0,9.61,9.7,268.0,271.0,8.2,8.9,22.1,22.2,947.5,947.5,19.0,24.0
2024-05-01 07:00:00+00:00,8.16,8.08,287.0,292.0,10.7,10.02,271.0,273.0,9.1,8.8,22.6,22.7,947.1,947.0,19.0,25.0
2024-05-01 08:00:00+00:00,8.3,8.01,292.0,294.0,10.35,9.82,276.0,274.0,9.5,9.2,23.0,23.2,947.0,946.5,21.0,23.0
2024-05-01 09:00:00+00:00,8.51,8.45,294.0,297.0,10.34,10.12,275.0,274.0,10.4,9.5,23.4,23.5,946.6,946.0,21.0,20.0
2024-05-01 10:00:00+00:00,8.85,8.21,288.0,292.0,11.2,10.2,271.0,272.0,10.5,9.7,23.5,23.7,946.3,945.6,20.0,19.0
2024-05-01 11:00:00+00:00,8.8,7.82,278.0,286.0,11.71,10.3,272.0,271.0,10.8,9.2,23.6,23.7,946.3,945.4,20.0,18.0
2024-05-01 12:00:00+00:00,10.11,8.8,272.0,302.0,14.3,10.26,270.0,294.0,13.6,9.6,22.5,22.0,946.5,946.2,23.0,28.0
2024-05-01 13:00:00+00:00,10.42,4.56,273.0,285.0,15.74,8.92,284.0,288.0,14.1,8.5,20.9,20.6,947.1,946.1,30.0,33.0
2024-05-01 14:00:00+00:00,6.24,4.8,254.0,268.0,10.07,7.56,286.0,332.0,11.6,8.1,17.0,17.4,947.1,946.6,52.0,51.0
2024-05-01 15:00:00+00:00,11.46,8.87,249.0,240.0,15.6,9.5,249.0,240.0,14.9,8.5,15.1,15.7,949.9,947.8,61.0,61.0
2024-05-01 16:00:00+00:00,11.93,11.09,274.0,244.0,12.74,12.61,292.0,248.0,14.9,10.3,15.3,15.2,951.0,948.4,62.0,65.0
2024-05-01 17:00:00+00:00,10.0,12.88,254.0,254.0,13.1,15.77,254.0,262.0,15.4,12.5,12.2,12.0,952.1,949.4,84.0,88.0
2024-05-01 18:00:00+00:00,6.7,3.0,232.0,323.0,11.5,5.59,246.0,333.0,12.3,6.1,13.3,14.0,953.5,952.3,75.0,53.0
2024-05-01 19:00:00+00:00,7.14,2.22,264.0,306.0,10.01,8.66,268.0,284.0,11.9,12.5,14.1,12.6,953.6,952.1,64.0,62.0
2024-05-01 20:00:00+00:00,4.34,2.57,278.0,193.0,6.77,6.51,283.0,274.0,10.8,11.3,13.1,12.9,953.6,952.4,71.0,61.0
2024-05-01 21:00:00+00:00,3.79,3.16,252.0,191.0,5.26,5.63,261.0,258.0,6.1,5.8,12.5,12.8,953.6,952.4,76.0,58.0
2024-05-01 22:00:00+00:00,4.77,2.95,237.0,204.0,5.95,5.62,241.0,219.0,5.7,5.7,11.9,13.2,953.7,952.8,78.0,54.0
2024-05-01 23:00:00+00:00,4.24,3.2,223.0,250.0,6.19,8.32,239.0,235.0,6.1,8.4,11.2,12.7,953.3,953.0,78.0,58.0
2024-05-02 00:00:00+00:00,3.04,1.84,197.0,241.0,5.53,3.73,221.0,250.0,5.8,3.1,11.6,11.7,953.7,952.8,73.0,67.0
2024-05-02 01:00:00+00:00,1.02,0.81,191.0,263.0,2.2,2.0,240.0,270.0,2.2,1.9,12.9,13.1,953.9,952.9,64.0,58.0
2024-05-02 02:00:00+00:00,0.92,1.34,49.0,27.0,0.82,1.1,14.0,5.0,0.6,1.0,14.3,14.3,953.5,952.6,55.0,51.0
2024-05-02 03:00:00+00:00,2.69,2.64,48.0,37.0,2.44,1.84,55.0,49.0,2.1,1.6,15.8,15.9,953.0,952.3,48.0,46.0
2024-05-02 04:00:00+00:00,3.98,3.26,51.0,50.0,3.9,2.69,67.0,75.0,3.3,2.1,17.5,17.6,952.4,951.7,42.0,42.0
2024-05-02 05:00:00+00:00,5.09,4.1,45.0,45.0,4.79,3.32,67.0,69.0,3.9,2.6,19.1,19.7,951.8,951.0,36.0,36.0
2024-05-02 06:00:00+00:00,3.66,6.22,35.0,44.0,2.21,5.78,72.0,67.0,1.7,4.8,19.9,22.0,951.5,949.5,34.0,31.0
2024-05-02 07:00:00+00:00,4.4,7.53,21.0,40.0,2.34,6.91,40.0,56.0,1.9,6.1,21.1,23.4,950.7,948.6,29.0,27.0
2024-05-02 08:00:00+00:00,4.35,7.44,23.0,41.0,2.48,7.99,40.0,58.0,1.8,6.8,21.8,24.8,949.7,947.6,27.0,24.0
2024-05-02 09:00:00+00:00,4.43,8.39,28.0,59.0,2.64,9.86,37.0,67.0,2.0,7.1,22.5,25.5,949.0,946.6,25.0,22.0
2024-05-02 10:00:00+00:00,4.53,8.56,43.0,60.0,3.58,9.95,54.0,68.0,3.1,7.9,22.7,25.5,948.4,946.1,24.0,22.0
2024-05-02 11:00:00+00:00,4.67,8.38,47.0,70.0,4.65,10.92,65.0,69.0,4.1,8.6,22.7,25.5,948.2,945.9,24.0,22.0
2024-05-02 12:00:00+00:00,8.05,4.02,76.0,35.0,11.24,4.12,74.0,67.0,9.6,3.6,22.8,23.5,946.5,947.0,27.0,26.0
2024-05-02 13:00:00+00:00,6.87,3.56,77.0,52.0,11.04,5.35,74.0,69.0,10.5,5.0,21.8,22.6,946.4,946.7,29.0,29.0
2024-05-02 14:00:00+00:00,5.0,2.69,74.0,68.0,9.97,5.75,69.0,77.0,10.7,5.9,20.4,20.7,946.9,946.9,29.0,31.0
2024-05-02 15:00:00+00:00,3.35,1.57,80.0,117.0,7.85,4.94,68.0,97.0,8.8,4.4,19.3,19.7,947.3,947.2,30.0,34.0
2024-05-02 16:00:00+00:00,2.93,1.84,98.0,167.0,6.68,3.09,73.0,119.0,6.6,1.9,18.9,19.4,947.2,946.9,30.0,36.0
2024-05-02 17:00:00+00:00,2.83,1.5,98.0,266.0,6.71,0.95,73.0,18.0,6.7,1.1,18.5,18.9,947.1,947.1,32.0,37.0
2024-05-02 18:00:00+00:00,2.44,1.87,109.0,106.0,4.9,5.43,70.0,84.0,4.1,4.6,17.7,18.5,946.5,946.4,39.0,37.0
2024-05-02 19:00:00+00:00,2.28,2.96,113.0,102.0,5.22,7.96,73.0,75.0,4.3,8.0,17.0,18.2,946.4,946.1,40.0,37.0
2024-05-02 20:00:00+00:00,2.16,3.14,124.0,99.0,4.68,8.4,74.0,78.0,3.9,8.4,16.4,17.8,946.3,945.7,42.0,38.0
2024-05-02 21:00:00+00:00,1.92,3.31,129.0,95.0,4.14,8.35,70.0,73.0,3.1,8.3,15.7,17.3,946.4,945.6,44.0,41.0
2024-05-02 22:00:00+00:00,1.92,3.71,141.0,85.0,3.08,9.08,77.0,69.0,2.5,9.2,15.3,16.8,946.6,945.2,44.0,43.0
2024-05-02 23:00:00+00:00,1.84,3.4,139.0,88.0,2.67,9.14,77.0,67.0,2.2,9.5,14.8,16.1,946.5,944.9,45.0,45.0
2024-05-03 00:00:00+00:00,2.1,3.2,115.0,88.0,4.25,8.03,66.0,71.0,3.3,8.1,14.4,14.9,946.3,945.7,43.0,43.0
2024-05-03 01:00:00+00:00,1.58,2.72,108.0,84.0,4.07,7.71,62.0,67.0,3.9,8.9,16.3,16.0,947.1,945.8,40.0,42.0
2024-05-03 02:00:00+00:00,2.42,4.37,66.0,70.0,5.15,8.8,66.0,69.0,5.7,10.3,18.1,18.4,947.0,945.9,33.0,34.0
2024-05-03 03:00:00+00:00,3.62,5.99,62.0,64.0,6.29,10.78,72.0,71.0,6.3,10.6,19.7,20.1,946.9,945.8,29.0,28.0
2024-05-03 04:00:00+00:00,4.72,6.26,58.0,65.0,7.53,11.25,73.0,76.0,6.7,10.2,21.3,21.7,946.3,945.2,26.0,25.0
2024-05-03 05:00:00+00:00,4.68,6.57,48.0,64.0,7.31,10.99,71.0,77.0,6.2,9.4,22.3,23.2,945.8,944.4,25.0,23.0
2024-05-03 06:00:00+00:00,4.39,6.62,49.0,61.0,7.06,10.26,74.0,77.0,5.9,8.7,23.4,24.2,945.1,943.8,23.0,21.0
2024-05-03 07:00:00+00:00,4.1,6.71,47.0,63.0,6.36,9.34,77.0,80.0,5.3,7.7,24.3,25.2,944.4,943.0,22.0,19.0
2024-05-03 08:00:00+00:00,4.18,6.22,42.0,64.0,5.68,7.84,76.0,79.0,4.6,6.6,25.0,26.1,943.7,942.2,21.0,17.0
2024-05-03 09:00:00+00:00,4.81,5.9,43.0,64.0,5.63,6.82,73.0,79.0,4.5,5.8,25.5,26.5,943.0,941.3,20.0,16.0
2024-05-03 10:00:00+00:00,5.02,5.1,46.0,62.0,5.35,5.71,73.0,79.0,4.3,4.8,25.7,26.6,942.5,940.7,19.0,15.0
2024-05-03 11:00:00+00:00,5.0,4.36,53.0,58.0,5.07,4.84,75.0,72.0,4.3,4.2,25.8,26.7,942.2,940.5,18.0,15.0
2024-05-03 12:00:00+00:00,4.46,4.0,70.0,58.0,5.32,4.49,85.0,69.0,4.8,4.1,25.5,26.4,940.9,940.2,18.0,16.0
2024-05-03 13:00:00+00:00,3.27,3.08,67.0,54.0,4.73,3.72,77.0,66.0,4.3,3.1,23.9,24.8,940.5,939.8,23.0,20.0
2024-05-03 14:00:00+00:00,3.0,2.72,88.0,73.0,4.59,3.1,79.0,69.0,3.3,2.4,22.4,22.9,940.3,939.8,23.0,21.0
2024-05-03 15:00:00+00:00,2.8,2.42,125.0,120.0,4.5,3.0,89.0,88.0,3.2,2.5,21.7,22.3,940.3,940.0,24.0,22.0
2024-05-03 16:00:00+00:00,2.76,2.66,136.0,146.0,4.13,2.94,97.0,100.0,2.9,2.3,20.9,21.7,940.1,939.7,26.0,24.0
2024-05-03 17:00:00+00:00,2.62,2.51,130.0,157.0,3.9,2.47,90.0,122.0,3.0,1.8,20.6,21.0,939.7,939.3,27.0,27.0
2024-05-03 18:00:00+00:00,0.98,2.84,204.0,129.0,1.06,4.53,139.0,84.0,1.1,3.3,19.2,20.4,939.4,939.4,30.0,30.0
