time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,wind_gusts_10m@pd2,wind_gusts_10m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2024-02-01 00:00:00+00:00,3.45,2.62,73.0,83.0,,,,,5.4,4.0,-6.4,-7.2,957.7,957.7,86.0,89.0
2024-02-01 01:00:00+00:00,3.92,3.4,71.0,76.0,,,,,6.3,5.2,-6.7,-7.7,957.3,957.4,87.0,88.0
2024-02-01 02:00:00+00:00,4.16,4.0,66.0,77.0,,,,,6.7,6.2,-6.7,-6.9,957.2,957.2,88.0,86.0
2024-02-01 03:00:00+00:00,4.35,4.56,67.0,75.0,,,,,7.0,7.0,-6.1,-5.9,957.2,956.9,88.0,85.0
2024-02-01 04:00:00+00:00,4.88,5.47,67.0,72.0,,,,,7.7,8.3,-4.1,-3.8,956.7,956.4,85.0,82.0
2024-02-01 05:00:00+00:00,5.24,6.1,66.0,72.0,,,,,8.1,9.0,-2.5,-2.4,956.2,956.1,80.0,77.0
2024-02-01 06:00:00+00:00,5.11,5.77,67.0,62.0,,,,,8.1,8.4,-1.1,-1.6,955.8,956.1,75.0,78.0
2024-02-01 07:00:00+00:00,4.34,5.52,61.0,58.0,,,,,7.8,8.4,-0.7,-1.4,954.8,955.2,75.0,79.0
2024-02-01 08:00:00+00:00,3.47,4.5,49.0,53.0,,,,,6.7,8.0,-0.7,-1.3,954.2,954.5,77.0,80.0
2024-02-01 09:00:00+00:00,2.27,3.72,41.0,54.0,,,,,5.5,6.7,-1.0,-1.2,954.0,954.3,81.0,81.0
2024-02-01 10:00:00+00:00,0.82,2.5,14.0,53.0,,,,,3.7,5.5,-1.3,-1.3,954.0,954.3,84.0,82.0
2024-02-01 11:00:00+00:00,1.22,1.75,261.0,301.0,,,,,1.9,3.7,-1.4,-1.7,954.0,954.5,85.0,85.0
2024-02-01 12:00:00+00:00,1.43,8.83,205.0,254.0,,,,,2.2,13.8,-1.4,-1.6,953.7,956.4,82.0,87.0
2024-02-01 13:00:00+00:00,1.84,8.52,193.0,248.0,,,,,2.8,13.8,-1.7,-1.8,954.0,957.1,80.0,86.0
2024-02-01 14:00:00+00:00,4.97,8.46,245.0,246.0,,,,,7.9,13.2,-2.1,-2.0,955.2,957.7,80.0,87.0
2024-02-01 15:00:00+00:00,8.23,9.22,249.0,246.0,,,,,12.7,14.4,-2.0,-2.3,956.7,958.6,84.0,87.0
2024-02-01 16:00:00+00:00,10.31,9.04,252.0,242.0,,,,,16.2,14.6,-2.3,-2.8,957.4,959.1,84.0,86.0
2024-02-01 17:00:00+00:00,10.31,8.99,247.0,241.0,,,,,16.6,14.1,-2.4,-3.1,958.3,959.6,81.0,83.0
2024-02-01 18:00:00+00:00,10.41,8.24,254.0,241.0,,,,,16.4,14.2,-2.3,-3.2,957.9,959.4,82.0,87.0
2024-02-01 19:00:00+00:00,10.85,6.49,258.0,236.0,,,,,17.7,12.5,-2.7,-3.7,959.0,959.7,82.0,83.0
2024-02-01 20:00:00+00:00,9.42,5.82,251.0,235.0,,,,,17.2,10.2,-2.8,-3.8,959.7,960.2,85.0,82.0
2024-02-01 21:00:00+00:00,8.99,5.58,244.0,234.0,,,,,14.7,9.2,-2.9,-3.7,960.3,960.8,86.0,82.0
2024-02-01 22:00:00+00:00,9.04,5.28,242.0,233.0,,,,,14.0,8.7,-3.1,-3.7,960.2,960.8,85.0,81.0
