time_utc,wind_speed_10m@pd2,wind_speed_10m@pd3,wind_direction_10m@pd2,wind_direction_10m@pd3,wind_speed_100m@pd2,wind_speed_100m@pd3,wind_direction_100m@pd2,wind_direction_100m@pd3,temperature_2m@pd2,temperature_2m@pd3,surface_pressure@pd2,surface_pressure@pd3,relative_humidity_2m@pd2,relative_humidity_2m@pd3
2025-01-01 00:00:00+00:00,6.41,6.17,67.0,65.0,11.25,10.83,68.0,69.0,-1.7,-2.2,959.8,960.8,52.0,75.0
2025-01-01 01:00:00+00:00,6.36,6.22,66.0,64.0,11.24,11.09,66.0,68.0,-1.8,-2.4,959.6,960.8,53.0,76.0
2025-01-01 02:00:00+00:00,6.44,6.04,64.0,63.0,11.36,10.85,65.0,67.0,-1.9,-2.4,959.4,960.8,55.0,78.0
2025-01-01 03:00:00+00:00,6.53,5.95,63.0,63.0,11.36,10.57,64.0,67.0,-1.6,-2.0,959.3,960.8,57.0,77.0
2025-01-01 04:00:00+00:00,6.62,6.04,61.0,63.0,11.09,10.12,63.0,67.0,-0.4,-0.7,959.3,960.8,55.0,71.0
2025-01-01 05:00:00+00:00,6.77,6.22,59.0,64.0,10.78,9.55,63.0,67.0,1.1,1.1,959.4,960.8,53.0,63.0
2025-01-01 06:00:00+00:00,6.83,6.4,58.0,65.0,10.33,9.28,63.0,68.0,2.4,2.6,959.3,960.6,50.0,57.0
2025-01-01 07:00:00+00:00,6.55,6.71,59.0,65.0,9.75,9.47,63.0,68.0,3.1,3.6,959.0,959.9,48.0,54.0
2025-01-01 08:00:00+00:00,6.23,7.12,60.0,66.0,9.03,9.97,64.0,69.0,3.5,4.2,958.6,959.0,46.0,52.0
2025-01-01 09:00:00+00:00,5.82,7.12,61.0,66.0,8.54,10.16,64.0,69.0,3.4,4.2,958.2,958.2,46.0,52.0
2025-01-01 10:00:00+00:00,5.5,6.4,63.0,65.0,8.64,9.88,66.0,69.0,2.7,3.3,957.8,957.8,49.0,53.0
2025-01-01 11:00:00+00:00,5.06,5.23,65.0,64.0,9.02,9.25,69.0,68.0,1.5,1.9,957.5,957.5,53.0,56.0
2025-01-01 12:00:00+00:00,4.44,4.11,67.0,64.0,8.79,8.39,71.0,68.0,0.4,0.6,957.3,957.2,57.0,59.0
2025-01-01 13:00:00+00:00,3.16,3.2,72.0,70.0,7.53,7.49,73.0,71.0,-0.2,-0.3,957.2,956.8,59.0,63.0
2025-01-01 14:00:00+00:00,1.73,2.42,80.0,83.0,5.65,6.36,77.0,77.0,-0.8,-1.1,957.3,956.5,61.0,68.0
2025-01-01 15:00:00+00:00,0.58,1.53,121.0,101.0,3.44,4.64,82.0,83.0,-1.4,-1.9,957.4,956.2,65.0,73.0
2025-01-01 16:00:00+00:00,0.72,0.71,214.0,172.0,0.73,1.6,106.0,94.0,-2.2,-2.7,957.9,956.1,73.0,78.0
2025-01-01 17:00:00+00:00,1.3,1.8,238.0,236.0,2.34,2.18,250.0,254.0,-3.0,-3.5,958.4,956.1,82.0,83.0
2025-01-01 18:00:00+00:00,1.75,2.82,246.0,247.0,4.59,5.02,254.0,257.0,-3.6,-3.9,958.9,956.3,89.0,87.0
2025-01-01 19:00:00+00:00,2.06,3.1,247.0,249.0,5.41,6.18,254.0,256.0,-3.7,-3.9,959.2,956.8,91.0,89.0
2025-01-01 20:00:00+00:00,2.15,2.94,248.0,252.0,5.44,6.43,253.0,255.0,-3.6,-3.5,959.4,957.4,91.0,89.0
2025-01-01 21:00:00+00:00,2.12,2.79,251.0,255.0,5.22,6.55,253.0,254.0,-3.6,-3.2,959.5,958.2,91.0,89.0
2025-01-01 22:00:00+00:00,1.84,2.96,257.0,258.0,4.88,6.67,255.0,257.0,-3.7,-3.0,959.4,959.0,91.0,89.0
2025-01-01 23:00:00+00:00,1.6,3.13,266.0,263.0,4.3,6.59,258.0,260.0,-3.9,-2.9,959.3,959.8,91.0,88.0
2025-01-02 00:00:00+00:00,1.3,3.21,274.0,266.0,3.77,6.34,259.0,264.0,-4.1,-2.9,959.3,960.6,92.0,88.0
2025-01-02 01:00:00+00:00,1.02,2.92,259.0,276.0,3.4,5.82,256.0,265.0,-4.5,-3.3,959.6,961.0,94.0,90.0
2025-01-02 02:00:00+00:00,0.99,2.66,225.0,290.0,2.97,5.11,250.0,267.0,-4.9,-3.9,960.0,961.4,97.0,93.0
2025-01-02 03:00:00+00:00,1.17,2.33,211.0,301.0,2.73,4.3,246.0,267.0,-4.7,-3.9,960.5,961.7,97.0,92.0
2025-01-02 04:00:00+00:00,1.2,1.86,222.0,306.0,2.38,3.1,248.0,270.0,-3.4,-3.0,961.3,962.2,90.0,85.0
2025-01-02 05:00:00+00:00,1.21,1.14,246.0,308.0,2.09,1.81,253.0,276.0,-1.5,-1.5,962.1,962.8,80.0,76.0
2025-01-02 06:00:00+00:00,1.41,0.89,262.0,297.0,2.02,1.24,261.0,284.0,0.1,-0.3,962.6,963.2,72.0,68.0
2025-01-02 07:00:00+00:00,1.7,1.43,270.0,282.0,2.2,1.82,270.0,279.0,1.2,0.6,962.4,963.3,66.0,64.0
2025-01-02 08:00:00+00:00,2.1,2.42,273.0,277.0,2.51,3.01,275.0,274.0,1.9,1.3,961.9,963.2,61.0,61.0
2025-01-02 09:00:00+00:00,2.3,3.11,272.0,276.0,3.0,4.0,272.0,271.0,2.1,1.3,961.7,963.3,60.0,63.0
2025-01-02 10:00:00+00:00,2.31,3.13,265.0,277.0,3.85,4.5,261.0,273.0,1.2,0.2,962.1,963.7,65.0,72.0
2025-01-02 11:00:00+00:00,2.21,2.79,252.0,285.0,4.96,4.81,251.0,274.0,-0.3,-1.5,962.8,964.2,74.0,86.0
2025-01-02 12:00:00+00:00,2.19,2.25,246.0,291.0,5.83,4.71,248.0,274.0,-1.3,-2.7,963.4,964.5,81.0,96.0
2025-01-02 13:00:00+00:00,2.25,1.53,249.0,302.0,5.98,3.81,249.0,273.0,-1.0,-2.8,963.8,964.8,82.0,99.0
2025-01-02 14:00:00+00:00,2.33,0.85,260.0,339.0,5.6,2.5,254.0,270.0,-0.3,-2.4,964.1,964.9,81.0,99.0
2025-01-02 15:00:00+00:00,2.3,0.63,268.0,18.0,5.3,1.81,259.0,264.0,0.1,-2.2,964.3,964.9,81.0,98.0
2025-01-02 16:00:00+00:00,2.01,0.36,276.0,326.0,4.84,2.53,263.0,261.0,-0.3,-2.3,964.2,964.9,84.0,97.0
2025-01-02 17:00:00+00:00,1.65,1.0,284.0,264.0,4.3,3.75,267.0,261.0,-1.1,-2.6,963.9,964.7,89.0,94.0
2025-01-02 18:00:00+00:00,1.3,1.55,293.0,255.0,3.9,4.55,270.0,261.0,-1.8,-2.8,963.7,964.7,92.0,93.0
2025-01-02 19:00:00+00:00,0.85,1.26,291.0,252.0,3.6,4.13,272.0,263.0,-2.2,-2.9,963.8,964.8,94.0,93.0
2025-01-02 20:00:00+00:00,0.5,0.54,270.0,248.0,3.4,3.21,270.0,266.0,-2.5,-2.9,964.0,964.9,95.0,94.0
2025-01-02 21:00:00+00:00,0.36,0.22,214.0,243.0,3.01,2.7,266.0,268.0,-2.7,-2.7,964.2,965.0,95.0,94.0
2025-01-02 22:00:00+00:00,0.41,0.89,194.0,243.0,2.69,3.54,255.0,262.0,-2.5,-2.0,964.3,965.4,94.0,91.0
2025-01-02 23:00:00+00:00,0.5,1.93,180.0,249.0,2.39,4.92,237.0,257.0,-2.2,-1.0,964.5,965.8,93.0,88.0
2025-01-03 00:00:00+00:00,0.5,2.25,143.0,249.0,1.61,5.07,210.0,255.0,-2.1,-0.4,964.7,966.2,92.0,86.0
2025-01-03 01:00:00+00:00,1.3,1.12,86.0,260.0,1.71,2.96,111.0,258.0,-2.4,-0.9,965.2,966.6,92.0,89.0
2025-01-03 02:00:00+00:00,2.6,0.86,74.0,36.0,4.65,0.54,81.0,22.0,-2.8,-1.9,965.7,966.9,93.0,94.0
2025-01-03 03:00:00+00:00,3.7,2.52,71.0,56.0,6.91,3.22,76.0,64.0,-2.7,-2.4,966.2,967.2,91.0,95.0
2025-01-03 04:00:00+00:00,4.11,3.67,72.0,64.0,7.06,5.07,74.0,68.0,-1.5,-1.8,966.6,967.6,84.0,89.0
2025-01-03 05:00:00+00:00,4.11,4.72,72.0,69.0,6.26,6.45,73.0,71.0,0.1,-0.7,966.9,968.0,75.0,80.0
2025-01-03 06:00:00+00:00,4.43,5.6,72.0,71.0,6.07,7.78,73.0,72.0,1.4,0.2,966.9,968.1,68.0,72.0
2025-01-03 07:00:00+00:00,5.19,6.45,71.0,71.0,7.15,9.04,72.0,72.0,2.1,0.8,966.5,967.7,64.0,69.0
2025-01-03 08:00:00+00:00,6.26,7.24,70.0,70.0,8.7,10.21,73.0,72.0,2.3,1.2,965.8,967.0,62.0,68.0
2025-01-03 09:00:00+00:00,7.12,7.69,70.0,69.0,10.28,11.07,72.0,72.0,2.2,1.4,965.4,966.3,62.0,67.0
2025-01-03 10:00:00+00:00,7.78,7.69,70.0,69.0,11.73,11.64,73.0,72.0,1.6,1.2,965.3,965.7,64.0,67.0
2025-01-03 11:00:00+00:00,8.32,7.47,70.0,70.0,13.12,11.96,72.0,74.0,0.6,0.6,965.4,965.1,67.0,67.0
2025-01-03 12:00:00+00:00,8.54,7.24,69.0,70.0,13.95,12.16,72.0,74.0,-0.3,0.1,965.4,964.5,70.0,68.0
2025-01-03 13:00:00+00:00,8.32,7.09,70.0,68.0,13.73,12.12,73.0,73.0,-0.7,-0.3,965.3,964.0,73.0,70.0
2025-01-03 14:00:00+00:00,7.78,7.03,70.0,66.0,12.94,11.86,73.0,71.0,-1.0,-0.6,965.1,963.6,76.0,72.0
2025-01-03 15:00:00+00:00,7.37,6.89,69.0,64.0,12.21,11.68,73.0,69.0,-1.2,-1.0,964.8,963.4,78.0,73.0
2025-01-03 16:00:00+00:00,7.13,6.71,68.0,63.0,11.86,11.53,72.0,68.0,-1.4,-1.3,964.4,963.2,77.0,74.0
2025-01-03 17:00:00+00:00,6.89,6.57,66.0,64.0,11.54,11.35,71.0,68.0,-1.7,-1.7,963.9,963.1,75.0,74.0
2025-01-03 18:00:00+00:00,6.75,6.48,65.0,63.0,11.42,11.25,70.0,68.0,-1.8,-1.9,963.3,962.8,73.0,73.0
2025-01-03 19:00:00+00:00,6.89,6.58,64.0,62.0,11.61,11.38,70.0,67.0,-1.8,-1.9,962.4,962.0,70.0,71.0
2025-01-03 20:00:00+00:00,7.07,6.76,65.0,61.0,12.02,11.57,72.0,68.0,-1.6,-1.8,961.5,960.9,67.0,69.0
2025-01-03 21:00:00+00:00,7.16,6.9,65.0,60.0,12.18,11.75,72.0,68.0,-1.5,-1.7,960.5,960.0,65.0,67.0
2025-01-03 22:00:00+00:00,6.89,6.94,66.0,62.0,12.05,11.77,73.0,69.0,-1.6,-1.7,959.4,959.4,64.0,66.0
2025-01-03 23:00:00+00:00,6.54,6.8,67.0,64.0,11.64,11.8,72.0,70.0,-1.7,-1.8,958.1,958.7,64.0,67.0
2025-01-04 00:00:00+00:00,6.18,6.71,67.0,65.0,11.23,11.64,72.0,71.0,-1.8,-1.9,957.1,958.1,63.0,66.0
2025-01-04 01:00:00+00:00,6.0,6.53,66.0,65.0,11.01,11.35,71.0,70.0,-2.0,-2.0,956.4,957.5,62.0,65.0
2025-01-04 02:00:00+00:00,5.86,6.17,65.0,63.0,10.7,10.96,69.0,69.0,-2.1,-2.1,956.0,956.9,61.0,63.0
2025-01-04 03:00:00+00:00,5.14,5.95,63.0,61.0,9.42,10.53,68.0,67.0,-1.8,-1.7,955.7,956.5,59.0,60.0
2025-01-04 04:00:00+00:00,3.18,5.83,62.0,59.0,6.18,10.39,67.0,66.0,-0.7,-0.4,955.7,956.1,54.0,53.0
2025-01-04 05:00:00+00:00,0.72,5.77,56.0,56.0,2.02,10.29,70.0,65.0,0.8,1.4,955.9,955.7,46.0,45.0
2025-01-04 06:00:00+00:00,1.26,5.46,252.0,55.0,1.21,9.66,246.0,64.0,2.0,3.0,955.8,955.3,41.0,38.0
2025-01-04 07:00:00+00:00,2.04,4.83,259.0,56.0,2.38,8.32,255.0,64.0,2.8,4.2,955.1,954.4,37.0,33.0
2025-01-04 08:00:00+00:00,2.3,3.77,268.0,58.0,2.7,6.31,268.0,65.0,3.4,5.2,954.1,953.4,35.0,30.0
2025-01-04 09:00:00+00:00,2.5,2.56,272.0,59.0,3.2,3.94,272.0,63.0,3.3,5.2,953.4,952.7,37.0,31.0
2025-01-04 10:00:00+00:00,2.8,0.78,270.0,40.0,4.51,0.82,266.0,14.0,1.8,3.5,952.9,952.2,47.0,41.0
2025-01-04 11:00:00+00:00,3.01,1.51,264.0,262.0,5.95,3.71,262.0,267.0,-0.4,0.8,952.7,951.8,62.0,57.0
2025-01-04 12:00:00+00:00,3.14,2.98,261.0,256.0,7.0,6.59,260.0,260.0,-2.0,-1.3,952.5,951.6,73.0,68.0
2025-01-04 13:00:00+00:00,3.14,3.42,261.0,255.0,7.18,7.59,261.0,257.0,-2.6,-1.9,952.3,951.7,78.0,71.0
2025-01-04 14:00:00+00:00,3.03,3.35,262.0,253.0,6.96,7.5,263.0,254.0,-2.6,-1.9,952.3,951.9,80.0,70.0
2025-01-04 15:00:00+00:00,3.13,3.32,263.0,254.0,6.95,7.37,263.0,252.0,-2.7,-2.0,952.4,952.0,82.0,70.0
2025-01-04 16:00:00+00:00,3.75,3.47,261.0,258.0,7.6,7.5,261.0,254.0,-3.0,-2.5,952.8,952.1,86.0,75.0
2025-01-04 17:00:00+00:00,4.57,3.73,260.0,262.0,8.4,7.59,258.0,257.0,-3.4,-3.0,953.4,952.2,89.0,81.0
2025-01-04 18:00:00+00:00,5.22,4.12,258.0,264.0,9.1,7.75,255.0,259.0,-3.6,-3.4,953.9,952.4,92.0,86.0
2025-01-04 19:00:00+00:00,5.55,4.65,256.0,261.0,9.22,8.1,255.0,257.0,-3.6,-3.6,954.2,952.8,93.0,89.0
2025-01-04 20:00:00+00:00,5.8,5.34,255.0,257.0,9.12,8.61,255.0,255.0,-3.3,-3.6,954.7,953.4,92.0,91.0
2025-01-04 21:00:00+00:00,5.95,5.82,253.0,254.0,9.05,8.79,254.0,253.0,-3.1,-3.6,955.2,953.9,91.0,92.0
2025-01-04 22:00:00+00:00,6.07,5.85,250.0,253.0,9.08,8.6,251.0,252.0,-3.0,-3.7,955.8,954.2,89.0,92.0
